epoch,rollout_nrmse,rollout_nrmse_v,rollout_nrmse_w,loss_data,loss_ic,loss_phy1,total_loss,lambda_data,lambda_ic,lambda_phy1,batch_nrmse,rollout_smooth
29,1.1062520295381546,0.14399202167987823,0.9622600078582764,0.004771805834025145,0.005095416679978371,5.020596654503606e-05,0.007703078910708427,0.9128644466400146,0.6426452398300171,1.4444903135299683,0.07548139616847038,7.617725677795175
30,1.1420413553714752,0.14586296677589417,0.996178388595581,0.00571820791810751,0.004420741461217403,5.192477328819223e-05,0.009646223857998848,1.235796332359314,0.5695083737373352,1.1946953535079956,0.07652352470904589,7.552968834570938
31,1.180155023932457,0.13297472894191742,1.0471802949905396,0.005635642912238836,0.0038421438075602055,5.146107287146151e-05,0.00883285328745842,1.1387009620666504,0.6119627952575684,1.2493362426757812,0.07972626388072968,7.489240696464552
32,1.2433627396821976,0.14061112701892853,1.102751612663269,0.004440794233232737,0.003076466266065836,5.056575173512101e-05,0.005942510440945625,0.8839104175567627,0.6312978267669678,1.4847917556762695,0.08241559378802776,7.426781916896729
33,1.2715934664011002,0.13996995985507965,1.1316235065460205,0.0054584285244345665,0.0030254863668233156,5.18995184393134e-05,0.008549384772777557,1.2249395847320557,0.5955821871757507,1.1794782876968384,0.08447493053972721,7.365230032391773
34,1.2634301483631134,0.1365821659564972,1.1268479824066162,0.00642210291698575,0.0026522644329816103,5.235271237324923e-05,0.010446721687912941,1.3920642137527466,0.547157883644104,1.060778021812439,0.0873952591791749,7.304212033551487
35,1.2710398733615875,0.14724650979042053,1.123793363571167,0.0054886965081095695,0.002505100565031171,5.085982411401346e-05,0.007659411057829857,1.0402692556381226,0.7538044452667236,1.2059262990951538,0.08584642689675093,7.243880311949588
36,1.2742711007595062,0.13579747080802917,1.138473629951477,0.006509445607662201,0.0023621462751179934,5.0788032240234315e-05,0.010039268061518669,1.2968124151229858,0.6538305282592773,1.0493570566177368,0.08792789746075869,7.184184219837687
37,1.2814276367425919,0.13519228994846344,1.1462353467941284,0.005226324312388897,0.002202434930950403,5.143107773619704e-05,0.0066442727111279964,0.9389818906784058,0.7581800222396851,1.3028379678726196,0.08884992357343435,7.1251566540067355
38,1.2754544615745544,0.1388213038444519,1.1366331577301025,0.0050281016156077385,0.0020970390178263187,5.3389045206131414e-05,0.006081489380449057,0.8772972822189331,0.7618821859359741,1.3608205318450928,0.09066352806985378,7.0666596320824135
39,1.2316500097513199,0.13289465010166168,1.0987553596496582,0.0054966723546385765,0.0019974026363343,5.368507481762208e-05,0.007362804841250181,1.069370150566101,0.7105876803398132,1.2200422286987305,0.08877175487577915,7.0083095358591025
40,1.1934010833501816,0.13898621499538422,1.0544148683547974,0.006096544675529003,0.0018587240483611822,5.1756356697296724e-05,0.008873594924807549,1.2429070472717285,0.6669822335243225,1.0901107788085938,0.08754213340580463,6.950160451334014
41,1.1667008697986603,0.14076486229896545,1.0259360074996948,0.005410253535956144,0.0017796345055103302,5.05536918353755e-05,0.006858430802822113,0.9899522066116333,0.8102125525474548,1.1998353004455566,0.08578629605472088,6.89232585551866
42,1.144355058670044,0.13298988342285156,1.0113651752471924,0.006062421016395092,0.001772695453837514,4.9850983486976475e-05,0.008439547382295132,1.1594581604003906,0.7654035091400146,1.0751383304595947,0.08463243674486876,6.834846147550174
43,1.1361605525016785,0.14070028066635132,0.9954602718353271,0.0047382572665810585,0.0015918891876935959,5.037905793869868e-05,0.0054050651378929615,0.8656535148620605,0.7757651805877686,1.358581304550171,0.08419556356966496,6.777859291599689
44,1.105086237192154,0.135311096906662,0.9697751402854919,0.005803911946713924,0.0016071514692157507,5.141774454386905e-05,0.008144971914589405,1.2050397396087646,0.6805369853973389,1.114423155784607,0.0825127400457859,6.721131561055613
45,1.0857430696487427,0.13554400205612183,0.9501990675926208,0.004950102884322405,0.0016520438948646188,5.132533624419011e-05,0.006038442719727755,0.9024410843849182,0.9143447875976562,1.1832141876220703,0.0814215587452054,6.6647776761415445
46,1.0786177664995193,0.13836903870105743,0.9402487277984619,0.005312435328960419,0.001666041323915124,5.0630045734578744e-05,0.0069721657782793045,1.0289623737335205,0.8704136610031128,1.1006238460540771,0.08047596272081137,6.608916077045124
47,1.0697257965803146,0.13352219760417938,0.9362035989761353,0.0047921654768288136,0.0016469121910631657,5.053919448982924e-05,0.005760669242590666,0.8700284957885742,0.9294203519821167,1.2005510330200195,0.07859543617814779,6.553524174240476
48,1.0700859129428864,0.13472750782966614,0.9353584051132202,0.005302434787154198,0.0016734511591494083,5.010941458749585e-05,0.007084027864038944,1.0550838708877563,0.8575249314308167,1.0873912572860718,0.07918715197592974,6.4986897916275
49,1.0743223577737808,0.13620783388614655,0.9381145238876343,0.005769302137196064,0.0016609802842140198,5.001933823223226e-05,0.007938353344798088,1.1346063613891602,0.8064502477645874,1.0589433908462524,0.07822963874787092,6.444446117288963
50,1.0779014080762863,0.13279013335704803,0.9451112747192383,0.004931452218443155,0.0015899105928838253,5.0060058129020035e-05,0.00584749411791563,0.8934610486030579,0.8676037788391113,1.238935112953186,0.0791125064715743,6.390780670196835
51,1.0880076736211777,0.13339202105998993,0.9546156525611877,0.004736499860882759,0.0016208267770707607,4.9968479288509116e-05,0.005605831742286682,0.8480961918830872,0.9429855942726135,1.2089180946350098,0.08054785151034594,6.337752940231078
52,1.094208151102066,0.13287988305091858,0.9613282680511475,0.005421540699899197,0.001381203648634255,5.0496422772994265e-05,0.007393578998744488,1.170365571975708,0.7184182405471802,1.1112160682678223,0.08097058907151222,6.2853174923397885
53,1.0997859090566635,0.13426469266414642,0.9655212163925171,0.005225769244134426,0.0012959163868799806,5.077544119558297e-05,0.006430099252611399,1.0332742929458618,0.7473726272583008,1.2193530797958374,0.08061082102358341,6.233462176506957
54,1.1039499640464783,0.133522629737854,0.9704273343086243,0.005033327732235193,0.0012629246339201927,5.028059968026355e-05,0.005907680839300156,0.9556395411491394,0.8203912377357483,1.2239692211151123,0.08178019989281893,6.182167054382352
55,1.107892319560051,0.13249413669109344,0.9753981828689575,0.004783258773386478,0.0012307927245274186,5.022761251893826e-05,0.005393762141466141,0.8938289284706116,0.857690155506134,1.2484809160232544,0.08079581893980503,6.131424307034129
56,1.1119941473007202,0.1344340443611145,0.9775601029396057,0.005253074690699577,0.0011112128850072622,5.036708171246573e-05,0.00673073111101985,1.1182615756988525,0.7179574966430664,1.163780927658081,0.0819871136918664,6.081230005436795
57,1.10816590487957,0.13292793929576874,0.9752379655838013,0.005459974054247141,0.0010669406037777662,5.069729013484903e-05,0.006869486533105373,1.1050293445587158,0.728157103061676,1.1668134927749634,0.08119809441268444,6.031499364431222
58,1.1039747446775436,0.13293235003948212,0.9710423946380615,0.005221306346356869,0.0010130209848284721,5.058564056525938e-05,0.006025572773069143,0.9918633699417114,0.7742518782615662,1.2338846921920776,0.08247723057866096,5.9822241182336855
59,1.0998239070177078,0.13331861793994904,0.9665052890777588,0.004839569330215454,0.0009055390255525708,5.0091755838366225e-05,0.005240148864686489,0.9284622669219971,0.751682460308075,1.3198552131652832,0.0826239287853241,5.9334001161215255
60,1.094730257987976,0.13231104612350464,0.9624192118644714,0.004450391046702862,0.0008973900112323463,4.992911635781638e-05,0.004568459931761026,0.8376511335372925,0.8644892573356628,1.2978596687316895,0.08134398143738508,5.885013417540191
61,1.0908689051866531,0.13284756243228912,0.958021342754364,0.003910653758794069,0.0008427581051364541,5.0282986194361e-05,0.003785189939662814,0.7658565044403076,0.8553594946861267,1.378783941268921,0.07981940172612667,5.8370719724166555
62,1.0846773833036423,0.13251547515392303,0.9521619081497192,0.004887368995696306,0.0009018542477861047,5.0411359552526847e-05,0.006369032897055149,1.1532487869262695,0.7511759996414185,1.095575213432312,0.08052766043692827,5.789548026525526
63,1.0790799260139465,0.1323445439338684,0.9467353820800781,0.004046929068863392,0.0009071287931874394,5.043682540417649e-05,0.004404635634273291,0.8671962022781372,0.9193295240402222,1.2134742736816406,0.08073912747204304,5.742443345520409
64,1.0748696327209473,0.1324436068534851,0.9424260258674622,0.004329279530793428,0.0008731259731575847,4.9831542128231376e-05,0.005272730719298124,1.0393643379211426,0.8202788829803467,1.1403568983078003,0.07970981299877167,5.695767608392415
65,1.0717440694570541,0.13235895335674286,0.9393851161003113,0.0038895488251000643,0.0009396906825713813,5.0080747314495966e-05,0.004247073549777269,0.8277865648269653,1.032555341720581,1.1396582126617432,0.08038864843547344,5.64952737300306
66,1.0697886943817139,0.1324865221977234,0.9373021721839905,0.004430460277944803,0.000921914295759052,4.995440031052567e-05,0.0057230424135923386,1.1042160987854004,0.8442521095275879,1.0515319108963013,0.08034803532063961,5.603729986216847
67,1.0689448416233063,0.1324215829372406,0.9365232586860657,0.004632335621863604,0.0009204506641253829,5.030414104112424e-05,0.005820130463689566,1.0791137218475342,0.8328307867050171,1.0880554914474487,0.07927423901855946,5.558382134770912
68,1.0689605623483658,0.13218523561954498,0.9367753267288208,0.00474846875295043,0.000969088519923389,5.008616790291853e-05,0.005705700255930424,1.0010757446289062,0.9270975589752197,1.071826696395874,0.07938673999160528,5.513487919046686
69,1.0703942626714706,0.13290183246135712,0.9374924302101135,0.005519484169781208,0.0009473442332819104,5.009816595702432e-05,0.007554640062153339,1.227188229560852,0.7716715335845947,1.0011403560638428,0.0797960227355361,5.469056982482934
70,1.0720212757587433,0.1327265202999115,0.9392947554588318,0.004694072995334864,0.0007830827962607145,4.985495252185501e-05,0.005191500764340162,0.9744027256965637,0.7045516967773438,1.3210456371307373,0.08011614717543125,5.425086625415693
71,1.0748545974493027,0.13257281482219696,0.9422817826271057,0.005386881995946169,0.000884918263182044,5.040422911406495e-05,0.006448408123105764,1.047494649887085,0.8475148677825928,1.1049904823303223,0.0795053830370307,5.381584305136029
72,1.0775196552276611,0.13294488191604614,0.944574773311615,0.0042161340825259686,0.000880237843375653,4.996189090888947e-05,0.004279960412532091,0.7971684336662292,0.9742949604988098,1.228536605834961,0.08119875006377697,5.338543658636945
73,1.077192798256874,0.13218577206134796,0.9450070261955261,0.004765653051435947,0.000838503532577306,5.029045496485196e-05,0.005903418175876141,1.0872225761413574,0.7940722703933716,1.118705153465271,0.08022098429501057,5.295930150033144
74,1.0771346539258957,0.13286559283733368,0.944269061088562,0.005099550820887089,0.0008472742047160864,5.020192838856019e-05,0.0063859582878649235,1.1074132919311523,0.8075006008148193,1.0850861072540283,0.08077994454652071,5.253742195072071
75,1.0772838294506073,0.1331188976764679,0.9441649317741394,0.0041677458211779594,0.0007609244785271585,5.0053102313540876e-05,0.004294710233807564,0.8681560754776001,0.8014825582504272,1.3303613662719727,0.08148292079567909,5.211977611415857
76,1.076961874961853,0.13212531805038452,0.9448365569114685,0.005222695413976908,0.0008336191531270742,5.013538248022087e-05,0.00688735768198967,1.1896719932556152,0.7444980144500732,1.0658299922943115,0.07960230112075806,5.170627454051316
77,1.0779928863048553,0.13343307375907898,0.9445598125457764,0.00407014787197113,0.0007850357214920223,4.967912536812946e-05,0.004301684442907572,0.8785101771354675,0.8439780473709106,1.277511715888977,0.08047595247626305,5.129701108373851
78,1.0745195597410202,0.13282309472560883,0.9416964650154114,0.004546173848211765,0.0008552654180675745,5.002171019441448e-05,0.0053460681810975075,0.9956173896789551,0.8935881853103638,1.1107944250106812,0.0800697673112154,5.089149292887523
79,1.0740794986486435,0.13505510985851288,0.9390243887901306,0.005627945065498352,0.0007970312144607306,5.019790478399955e-05,0.008090686053037643,1.3307517766952515,0.6929184198379517,0.9763298034667969,0.08059934340417385,5.048998594945134
80,1.0722806751728058,0.13430437445640564,0.9379763007164001,0.005045017227530479,0.0007356794667430222,5.02488219353836e-05,0.005873635411262512,1.0432945489883423,0.746792197227478,1.2099132537841797,0.0815213555470109,5.0092314157474105
81,1.0722204148769379,0.13368293642997742,0.9385374784469604,0.004363179672509432,0.0007125874981284142,5.003596015740186e-05,0.004398919641971588,0.8540189266204834,0.8532243967056274,1.2927567958831787,0.0804063007235527,4.969861305738705
82,1.0743674784898758,0.1367463618516922,0.9376211166381836,0.005170234479010105,0.0007539773359894753,5.039569441578351e-05,0.006440315395593643,1.1197683811187744,0.7903766632080078,1.0898550748825073,0.079646828584373,4.930906367466217
83,1.0672106742858887,0.13209301233291626,0.9351176619529724,0.0053570931777358055,0.0007445570663549006,5.034915011492558e-05,0.006488599814474583,1.0893878936767578,0.8015607595443726,1.1090513467788696,0.07951705064624548,4.892269410534413
84,1.0721417963504791,0.13800624012947083,0.9341355562210083,0.005023103207349777,0.0007497610058635473,5.011012763134204e-05,0.0054148235358297825,0.9315134286880493,0.9034271240234375,1.1650593280792236,0.08083358220756054,4.854068134392574
85,1.066992700099945,0.1326337456703186,0.9343589544296265,0.005423719994723797,0.0007563980179838836,5.067836173111573e-05,0.006318597588688135,1.0366383790969849,0.8454647064208984,1.1178967952728271,0.0800236975774169,4.816197380049648
86,1.0691911578178406,0.13451778888702393,0.9346733689308167,0.004964781459420919,0.0007214576471596956,4.9981201300397515e-05,0.0052249557338654995,0.9139316082000732,0.8685650825500488,1.2175031900405884,0.07908841222524643,4.77872731782733
87,1.0683952420949936,0.13368020951747894,0.9347150325775146,0.005533378571271896,0.0007087436970323324,4.967701170244254e-05,0.006788184866309166,1.1170260906219482,0.7794597148895264,1.1035141944885254,0.08025111258029938,4.741623997070007
88,1.0670974552631378,0.1320306956768036,0.9350667595863342,0.004111862275749445,0.0006904436741024256,5.0122376705985516e-05,0.004035518504679203,0.8159832954406738,0.8914891481399536,1.292527675628662,0.08146437257528305,4.704878731651938
89,1.0685226321220398,0.13312560319900513,0.9353970289230347,0.004533317871391773,0.0006738690426573157,4.998638542019762e-05,0.005343098193407059,1.0479711294174194,0.7929966449737549,1.1590322256088257,0.08048458397388458,4.668515170656638
90,1.0674654990434647,0.13208986818790436,0.9353756308555603,0.004238615278154612,0.0006795000517740846,5.0360325985820964e-05,0.004473410081118345,0.8980987071990967,0.8914759159088135,1.2104253768920898,0.08148314710706472,4.632504673940507
91,1.0689243823289871,0.13361211121082306,0.9353122711181641,0.004788014106452465,0.0007155093480832875,5.00769674545154e-05,0.005789313931018114,1.0696227550506592,0.858505129814148,1.0718719959259033,0.07962413970381021,4.596868871024392
92,1.0686642527580261,0.13304734230041504,0.9356169104576111,0.00399736687541008,0.0006548226810991764,4.970927693648264e-05,0.004060250241309404,0.8606715202331543,0.8485778570175171,1.2907506227493286,0.08009599428623915,4.561586824841728
93,1.068559855222702,0.13237544894218445,0.9361844062805176,0.005115696229040623,0.0006570713594555855,4.967690983903594e-05,0.00702113751322031,1.2743076086044312,0.6856163740158081,1.0400760173797607,0.08035906869918108,4.526656555145538
94,1.0697717666625977,0.1336442232131958,0.9361275434494019,0.004785723052918911,0.0006659312639385462,5.004974809708074e-05,0.005459071137011051,1.011186122894287,0.8447638154029846,1.144050121307373,0.08141894266009331,4.492087707260709
95,1.0678464621305466,0.13234083354473114,0.9355056285858154,0.0050847455859184265,0.0006724735721945763,5.020100070396438e-05,0.005981022957712412,1.0548529624938965,0.8351893424987793,1.1099578142166138,0.07967574056237936,4.457845294809408
96,1.0673428624868393,0.1323380321264267,0.9350048303604126,0.004059226717799902,0.0006423851009458303,4.980650555808097e-05,0.003964673727750778,0.8181870579719543,0.9024942517280579,1.2793186902999878,0.0808726204559207,4.423940270486183
97,1.069154992699623,0.1344144493341446,0.9347405433654785,0.0049760290421545506,0.0006266156560741365,4.9826790927909315e-05,0.006542329676449299,1.2131060361862183,0.7226959466934204,1.0641980171203613,0.0802219482138753,4.390392417708317
98,1.0671526193618774,0.13218772411346436,0.9349648952484131,0.0050478591583669186,0.0006526432698592544,4.989754597772844e-05,0.005971633363515139,1.0613620281219482,0.8582298755645752,1.0804080963134766,0.08087625075131655,4.357160019724852
99,1.0720239132642746,0.13694094121456146,0.9350829720497131,0.003713404294103384,0.0006248944555409253,4.981564052286558e-05,0.0035712500102818012,0.7893073558807373,0.9217963218688965,1.2888964414596558,0.07982038799673319,4.324308658660247
100,1.0674212276935577,0.133016437292099,0.9344047904014587,0.005317742004990578,0.0006128809181973338,5.0486076361266896e-05,0.007501883897930384,1.3234325647354126,0.6749132871627808,1.0016543865203857,0.08101319335401058,4.29173978435058
101,1.0675561428070068,0.13326865434646606,0.9342874884605408,0.0056699481792747974,0.0006157486350275576,4.9699348892318085e-05,0.0075260731391608715,1.2371721267700195,0.7486266493797302,1.014201283454895,0.08139914274215698,4.259497947935144
102,1.0662818551063538,0.13213902711868286,0.9341428279876709,0.004353157244622707,0.0005984777817502618,4.956081465934403e-05,0.004464739002287388,0.8901290893554688,0.8841054439544678,1.2257654666900635,0.08013670798391104,4.227565787006856
103,1.0677091181278229,0.1335727870464325,0.9341363310813904,0.004845405928790569,0.0005930413026362658,4.9665075493976474e-05,0.005799407605081797,1.0881458520889282,0.7949321269989014,1.1169219017028809,0.07980730943381786,4.195967220318066
104,1.0664573907852173,0.13219451904296875,0.9342628717422485,0.004248219542205334,0.0005803571548312902,4.9604594096308574e-05,0.004319487605243921,0.8815752863883972,0.8841760158538818,1.2342486381530762,0.08146194368600845,4.164672122022737
105,1.0667305141687393,0.13227607309818268,0.9344544410705566,0.0039826324209570885,0.0005731681594625115,4.941447332384996e-05,0.003914366010576487,0.8354737162590027,0.91650390625,1.248022437095642,0.07982484251260757,4.133692705944197
106,1.0680996924638748,0.13356800377368927,0.9345316886901855,0.005193839780986309,0.0005654506385326385,4.984882252756506e-05,0.007115619722753763,1.2838263511657715,0.7022515535354614,1.0139222145080566,0.08008473739027977,4.103036775809394
107,1.065840408205986,0.13160519301891327,0.9342352151870728,0.004502736032009125,0.000541213434189558,4.981086021871306e-05,0.004908645059913397,0.9794776439666748,0.809259295463562,1.2112631797790527,0.0801080260425806,4.072664812133359
108,1.0681552588939667,0.1340787708759308,0.9340764880180359,0.004766538739204407,0.0005798042984679341,4.981389065505937e-05,0.005258094519376755,0.9809359908103943,0.9091628789901733,1.1099011898040771,0.08130830246955156,4.042619716600965
109,1.0664212107658386,0.1323224902153015,0.9340987205505371,0.005324872210621834,0.0005731638520956039,4.9871374358190224e-05,0.006601601839065552,1.1436117887496948,0.8015297055244446,1.0548585653305054,0.08074127417057753,4.012857731542614
110,1.0672892183065414,0.13291935622692108,0.9343698620796204,0.004327642731368542,0.0005539844278246164,4.973888644599356e-05,0.0043100896291434765,0.8675376176834106,0.8916892409324646,1.2407732009887695,0.08073009178042412,3.9834020464102533
111,1.0683993697166443,0.13387411832809448,0.9345252513885498,0.003500051563605666,0.0005535355303436518,4.952429299009964e-05,0.0031205439008772373,0.7165747880935669,0.990871250629425,1.2925539016723633,0.08003019355237484,3.954252019643317
112,1.0660293847322464,0.13172276318073273,0.9343066215515137,0.003751126118004322,0.0005227444926276803,4.9767211748985574e-05,0.004102814011275768,0.9620229005813599,0.8303152322769165,1.2076618671417236,0.08094826061278582,3.9253697932942067
113,1.0689425021409988,0.1348073035478592,0.9341351985931396,0.00513914879411459,0.0005460733082145452,4.990370507584885e-05,0.007458179257810116,1.371924877166748,0.6578524708747864,0.9702225923538208,0.08201194368302822,3.8968055203826744
114,1.0665930211544037,0.13227298855781555,0.9343200325965881,0.005347658880054951,0.0005256796721369028,5.001275712857023e-05,0.007038257550448179,1.2373297214508057,0.7006667256355286,1.062003493309021,0.08117514196783304,3.8685033953903916
115,1.0703302919864655,0.13574525713920593,0.9345850348472595,0.0049488660879433155,0.0005415906198322773,4.969231304130517e-05,0.0053955307230353355,0.9808357357978821,0.8968697786331177,1.122294545173645,0.080832215026021,3.8405216643563524
116,1.0659028738737106,0.13170914351940155,0.9341937303543091,0.005766093265265226,0.0005315777380019426,4.999454176868312e-05,0.007462306413799524,1.2156400680541992,0.7550175189971924,1.0293424129486084,0.08146549481898546,3.812775476451526
117,1.0705074667930603,0.13639765977859497,0.9341098070144653,0.003289598971605301,0.0004964957479387522,4.955989425070584e-05,0.0032322686165571213,0.833122968673706,0.8597162961959839,1.30716073513031,0.08067875634878874,3.7853527963549416
118,1.0660525411367416,0.1316990703344345,0.9343534708023071,0.00571295665577054,0.000526373041793704,5.010711174691096e-05,0.008270909078419209,1.3810690641403198,0.6294831037521362,0.9894479513168335,0.08080404251813889,3.7581597938027596
119,1.0707097053527832,0.13605034351348877,0.9346593618392944,0.004483048338443041,0.0004971734597347677,4.9753100029192865e-05,0.004834424704313278,0.9775822758674622,0.7850672006607056,1.237350583076477,0.08069425169378519,3.7312852929182596
120,1.0668129622936249,0.1326383650302887,0.9341745972633362,0.0055059464648365974,0.0005060922121629119,4.985351915820502e-05,0.0074103819206357,1.2732374668121338,0.6880597472190857,1.0387027263641357,0.0815470814704895,3.704640569612013
121,1.072517290711403,0.13833929598331451,0.9341779947280884,0.004373788833618164,0.0004976224154233932,5.015957503928803e-05,0.004490131512284279,0.9154556393623352,0.8527235984802246,1.2318207025527954,0.08086081594228745,3.678319336823007
122,1.0656899362802505,0.1313856989145279,0.9343042373657227,0.0045439512468874454,0.0004976949421688914,5.0272159569431096e-05,0.004921507090330124,0.977497935295105,0.8451259136199951,1.1773761510849,0.07973019499331713,3.6521930428175793
123,1.0705844014883041,0.13593827188014984,0.9346461296081543,0.003531976602971554,0.00046766537707298994,4.970260852132924e-05,0.0032083927653729916,0.7712557315826416,0.8937665820121765,1.334977626800537,0.07922260463237762,3.6263769564042865
