epoch,nrmse_data,nrmse_ic,nrmse_phy1,nrmse_phy2
29,8.601189102192798,8.307995616555642,7.996710770949519,8.008283976450533
30,8.587152047126649,8.272165845249722,7.949899304687404,7.97406651456286
31,8.573008976104678,8.236705791143136,7.902705080094901,7.940172471500773
32,8.558818373103316,8.20173907588583,7.855435664758569,7.90636119021262
33,8.544556194288866,8.167088347838408,7.808305707592118,7.872462565148064
34,8.530175722982337,8.13257005684103,7.761422304997066,7.83849831210769
35,8.515705097686409,8.098262405923634,7.714918419170773,7.804600424625087
36,8.50120249176345,8.064142449397814,7.668866015322265,7.771020747991721
37,8.486621355719896,8.030228875334537,7.623298462097174,7.737683505349813
38,8.471915291424708,7.996455003265736,7.57826988563267,7.704580364605577
39,8.457149667702877,7.962630978298164,7.533841805285913,7.671602859512852
40,8.442409897502698,7.9287848288234235,7.489857879380699,7.638642092365828
41,8.427701732106133,7.8949744090283,7.446198876977576,7.605682380715721
42,8.413018572892694,7.861221312276508,7.402806926858076,7.572925242067491
43,8.398393501181221,7.827596008477634,7.359688426701235,7.540423421283274
44,8.38384561572486,7.793983459621208,7.316834308697254,7.508177349521329
45,8.369351786587098,7.760442257671346,7.27423982772481,7.476054513137382
46,8.354897017070682,7.727033135215486,7.231860312477537,7.443987413880663
47,8.340498391111147,7.693746598522311,7.189646099236804,7.411983419596403
48,8.326152443391893,7.660628295094414,7.147534796384581,7.380159481906447
49,8.311818789376625,7.62769676540781,7.105542640607649,7.348534721504485
50,8.297474497131448,7.594947788621153,7.063704331379182,7.317104102575761
51,8.283130084012745,7.562413088046153,7.022041466795821,7.285826019095343
52,8.268787948574353,7.530072063361432,6.9805915201899165,7.254671472324657
53,8.254440935551283,7.497920632589909,6.939372610750832,7.223623988403538
54,8.240097934866904,7.4659507792471915,6.898347365435081,7.192721066933663
55,8.225771156524846,7.434160486948756,6.857540412374421,7.161986552349211
56,8.211455794910668,7.402549655250516,6.817009072082924,7.131431697441264
57,8.197148720835248,7.371077736498661,6.776756285834952,7.101040116538563
58,8.182865345700353,7.339742221539555,6.736781034597937,7.070768996434419
59,8.168619100715043,7.308542629966946,6.697104545382737,7.040618483012143
60,8.15440629886229,7.277473568107051,6.657732100814027,7.010612734274365
61,8.140223907626726,7.246540544792449,6.618657362494603,6.9807762866226
62,8.126076790752673,7.215731228985004,6.579879692608614,6.951100710723015
63,8.111964314069887,7.185047972470149,6.541416763881442,6.921574638113127
64,8.0978827255654,7.154497080771402,6.503236558628341,6.892175547476235
65,8.083834041966227,7.12408331571483,6.465317291340346,6.862913399596656
66,8.069817547414305,7.093811842608164,6.427657243723538,6.83379443559681
67,8.055824381256873,7.06368750760324,6.390255578920307,6.804828007750377
68,8.041849385411028,7.033713872876965,6.353098782271252,6.776013918801151
69,8.027895699361029,7.003897274825937,6.316209219960884,6.7473419816976605
70,8.013965245920643,6.974237894830601,6.279565139802333,6.718802928688863
71,8.000057242119857,6.944740978343695,6.243117040701402,6.690396654222335
72,7.986173630725283,6.915404871728115,6.206911892392774,6.662133918753122
73,7.972316093274948,6.886213811360759,6.170946762550522,6.634018079085251
74,7.958483573521117,6.857168415573585,6.135209535330065,6.606046161914751
75,7.944677331061651,6.828268992642971,6.099741228725653,6.578207157483261
76,7.930900527582037,6.799512457054565,6.064497307969132,6.550501196129529
77,7.917152997541802,6.770904859200816,6.029486844813593,6.522932652806929
78,7.903433060968916,6.7424229327035174,5.994734366264579,6.495503343373351
79,7.889741172504773,6.714081215533243,5.960222035939446,6.468213241615557
80,7.876077696653332,6.685872212831441,5.925964608841028,6.4410566005975705
81,7.862441686006567,6.657803953841669,5.891947134248928,6.414032272602255
82,7.848833060033874,6.62988677146491,5.85817376592768,6.387140088175346
83,7.835251684512913,6.602073390979015,5.824677134099401,6.360381511057552
84,7.82169601363457,6.574423733005872,5.79138780329724,6.3337585218937305
85,7.808165419463632,6.5468865778413425,5.758326419465155,6.30726815608642
86,7.7946607798612,6.519498100741225,5.7255042929147715,6.280907894057671
87,7.781182346693211,6.492242586447993,5.692894256147163,6.254676392533606
88,7.76773000677986,6.465116860792069,5.660536924963385,6.22857456644767
89,7.7543043220710945,6.438133889648719,5.628404834742778,6.202603737430687
90,7.740905535938626,6.411280547695693,5.596467779033686,6.176762013179392
91,7.727533490426183,6.384568766868859,5.5647453543560035,6.151047872428713
92,7.714188556407796,6.357989244298305,5.533250355494739,6.125460458288585
93,7.700870894237197,6.331542097352927,5.501965157266769,6.099999447815165
94,7.68757997301037,6.305233245699475,5.470915132365405,6.074665212806843
95,7.674315573097481,6.279046311781631,5.440057520172562,6.049456844832399
96,7.661077772913943,6.252987794535157,5.409422919728215,6.0243732175284315
97,7.647866348999632,6.227068630525979,5.378993505496591,5.99941329591954
98,7.634681174483634,6.201269050470159,5.348779039069014,5.974576490161984
99,7.621522258140726,6.17562282478413,5.318778088826546,5.949863110187628
100,7.60838931720182,6.150081816798677,5.288983276030062,5.925272602942549
101,7.595282170314424,6.124669188428718,5.259410888221715,5.900803625247307
102,7.582200968069389,6.099377251762106,5.23005382810035,5.876455256753286
103,7.569145735914458,6.074218911093935,5.200884291249917,5.852227169787938
104,7.55611642998588,6.049180103492391,5.17192389381168,5.828119119453901
105,7.543113147174593,6.024267855545773,5.143165257434568,5.804130572027199
106,7.530135875041649,5.999487014730364,5.114603327455617,5.780260653204224
107,7.517184540018613,5.974818781697742,5.086246830111046,5.756508540215064
108,7.504259185777509,5.9502854640837235,5.058092204702002,5.732873777172425
109,7.491359755141368,5.925866142817134,5.03012765362491,5.709355901006212
110,7.478486087275887,5.901573258194581,5.002357204667999,5.685954344492886
111,7.465638123264549,5.877407388752191,4.974783982279785,5.662668394456928
112,7.452815804129855,5.853350498732092,4.947399386500107,5.639497310592305
113,7.4400190309281395,5.8294284587491365,4.920214396122738,5.6164406213861735
114,7.427247771998649,5.805614281561163,4.893215916066189,5.593497921236706
115,7.41450197515055,5.781937861613289,4.866399247719107,5.570668557050139
116,7.40178155354788,5.758357686674591,4.839781725613618,5.547951768506069
117,7.389086495660005,5.734918435575183,4.8133482181369125,5.5253469861697715
118,7.37641679212512,5.711574106102991,4.787097601158965,5.502853739789704
119,7.363772386691285,5.6883697840992395,4.761056978044017,5.480471502978525
120,7.351153246703297,5.665261999990211,4.7351643241071155,5.45819967129104
121,7.3385593298259035,5.6422982764438165,4.709475032175291,5.4360376142470175
122,7.325990570354093,5.619415234742998,4.683961860992427,5.413984732905337
123,7.313446929297938,5.596671080576725,4.658608842938453,5.392040499492399
124,7.300928352248281,5.5740173233622405,4.633441399396425,5.3702044060098055
125,7.288434758321113,5.551488139923286,4.608444166958272,5.348475862435062
126,7.2759660957322465,5.529060182226094,4.583625393093109,5.326854263814391
127,7.263522320132436,5.506757137890786,4.558983636142429,5.305339095465085
128,7.251103377634982,5.484551676191439,4.534508033311292,5.283929843787732
129,7.238709224623551,5.462465192762178,4.510204070746813,5.262625930099646
130,7.226339806959416,5.440484611052002,4.486070097816323,5.2414267674356845
131,7.2139950651285,5.41862527464175,4.462104318249234,5.220331806485236
132,7.201674960209949,5.396868635934314,4.438307402406188,5.199340532796241
133,7.189379450827554,5.375231816369406,4.414672994766567,5.17845242644228
134,7.177108487909452,5.35369059679719,4.391204354047633,5.157666928075284
135,7.164862029634481,5.33226904828472,4.367900575018623,5.1369834864338415
136,7.15264002782782,5.3109461805356295,4.344758201567314,5.116401574843047
137,7.1404424310433345,5.289737639742801,4.321777658045774,5.095920680362735
138,7.128269192884968,5.268619758961718,4.29896025193316,5.075540270265698
139,7.116120258049155,5.247617290504505,4.276300148653529,5.05525979452081
140,7.103995572326414,5.226707449214946,4.253799069456387,5.035078729167419
141,7.0918950885894265,5.205912558663889,4.2314550282184324,5.014996563146476
142,7.079818757748767,5.185217161264875,4.209267464738357,4.99501277312757
143,7.067766532303305,5.16462669624927,4.187234922139882,4.97512684115366
144,7.055738367260902,5.144137215040844,4.165356542147016,4.9553382432893205
145,7.043734215186205,5.123765200416851,4.143632169687229,4.9356464745355755
146,7.031754029811614,5.103482610250915,4.122059737240884,4.916051027352049
147,7.019797764366022,5.083313978919465,4.100638240057671,4.89655138444261
148,7.007865367999534,5.063231047290596,4.079366125084056,4.877147028936937
149,6.995956791483877,5.0432554086213734,4.058243035599762,4.857837450944905
150,6.984071987119745,5.023368198614776,4.037269259606696,4.838622155270286
151,6.972210906945602,5.003600775174053,4.016445948222372,4.819500635781787
152,6.960373504377335,4.983914626863492,3.995764940951585,4.800472391113945
153,6.948559730778233,4.964343517681716,3.9752285639837375,4.781536925909898
154,6.936769537459846,4.944849591664925,3.9548396674367017,4.762693743713291
155,6.9250028773510195,4.925478332396738,3.9345884485114833,4.74394235069906
156,6.913259703176718,4.906179122642289,3.9144854053634144,4.7252822447824325
157,6.901539967279619,4.8869955327143595,3.8945162341241333,4.7067129342121685
158,6.889843622514946,4.867889003689108,3.8746887281763143,4.688233925970494
159,6.8781706216534015,4.848911977784179,3.8549995953471456,4.669844738296408
160,6.866520917977377,4.8299950285667785,3.835454890299695,4.6515448802893165
161,6.854894466442222,4.811204148311917,3.8160379675027487,4.6333338729653635
162,6.84329122051385,4.7924899634864,3.796758960353114,4.615211230943929
163,6.8317111341088745,4.773878850639893,3.7776127132794364,4.597176472463389
164,6.820154160252598,4.755367754137047,3.758601394182439,4.579229109602758
165,6.80862025203447,4.736928677155921,3.7397226185925736,4.561368664778272
166,6.797109362727167,4.718590294884024,3.720974932262166,4.543594658547257
167,6.78562144566702,4.70032417393083,3.7023601432421027,4.525906621910877
168,6.774156455058543,4.682167623870302,3.683875245206532,4.508304073835669
169,6.762714345436266,4.664089108467663,3.665518414344893,4.490786550370983
170,6.7512950709190065,4.646108260463438,3.6472915300348805,4.473353571557493
171,6.739898585866356,4.628222485986559,3.6291906602183057,4.456004690755579
172,6.728524844520572,4.610426015510333,3.6112224066933076,4.438739438077834
173,6.7171738011558215,4.592738182614149,3.5933745034781417,4.4215574482082545
174,6.705845410107923,4.575110047224713,3.57565702907737,4.40445836734317
175,6.694539625327184,4.5575722775536125,3.5580715100477978,4.387442378399617
176,6.683256401124233,4.540140447896615,3.540595590719309,4.370510383702175
177,6.671995692169297,4.522769481830285,3.523258896153356,4.35366711267389
178,6.660757453402079,4.505515927064442,3.506025617034055,4.336926306856815
179,6.649541640061018,4.488330833557331,3.488937162322642,4.320331728776572
180,6.638348207027039,4.47122868930883,3.471949373277129,4.303979405451493
181,6.627177108973285,4.454201700368612,3.4551014282851984,4.287763734628989
182,6.616028300603947,4.437284466518655,3.4383566547184907,4.271364659885945
183,6.604901737309853,4.420432298242277,3.421719086201834,4.255011643609683
184,6.593797374302829,4.403684406717549,3.4052127491311475,4.238908349661107
185,6.582715167241907,4.387006888755888,3.3888069371968617,4.223084610792135
186,6.571655071636379,4.37040123486905,3.3725377553925893,4.206941049130434
187,6.560617043024917,4.353903943386343,3.3563692349281307,4.191181142605857
188,6.549601037273532,4.337460363026692,3.340311401872813,4.175426585182675
189,6.538607010366307,4.321105024959298,3.3243613984857565,4.1595254987891535
190,6.52763491754089,4.304827789402926,3.308524342924142,4.143789874728912
191,6.516684714750305,4.2886338290445405,3.2928099012344436,4.128248439014269
192,6.505756357916458,4.272522537294829,3.277192530913906,4.112639256667506
193,6.494849803615656,4.2564888275830794,3.2616956055001127,4.097046461909666
194,6.4839650076765905,4.2405364855908365,3.2462920466111957,4.081644830553339
195,6.473101926642141,4.224659380049418,3.231006040619168,4.06624337711569
196,6.462260516993092,4.2088656343244075,3.215830583666989,4.05086566570146
197,6.451440734880032,4.19315411382779,3.2007477348796147,4.035651154616768
198,6.440642536988287,4.177523375378998,3.1857903291177108,4.020445308375158
199,6.429865879463958,4.161972910089112,3.170935457673233,4.005289513797918
200,6.41911071919651,4.146489221079352,3.1561677266522996,3.9902623225119735
201,6.4083770131020215,4.131086013671841,3.141517955154101,3.975243909778465
202,6.397664718003925,4.11575491795669,3.126968309813033,3.960316065678157
203,6.386973790841811,4.100524542946431,3.1125336875662777,3.9454736063982163
204,6.376304188432771,4.085349366319894,3.098202607106621,3.930655751660922
205,6.365655868246509,4.070252697494086,3.083948319597994,3.9159428089512205
206,6.355028787241741,4.0552326733344035,3.0698122443912896,3.9012815789237174
207,6.344422902522873,4.0402855550250285,3.055751525126235,3.8866778197313625
208,6.333838171727136,4.025411951008029,3.0418108155856527,3.8721647932393504
209,6.323274552218856,4.0106118648253615,3.027957593359181,3.8576908585818446
210,6.312732001626448,3.9958829908428313,3.014216052699015,3.843299049536872
211,6.302210477633266,3.9812285838488175,3.0005875676745872,3.8289723939532894
212,6.2917099380370995,3.9666486681772883,2.9870314517493624,3.8146989308646004
213,6.281230340392318,3.9521482128418732,2.97361547447676,3.800507328042033
214,6.270771642725611,3.937720285562144,2.9602383079633365,3.7863657035907106
215,6.2603338030284075,3.9233623914161613,2.9470237463948843,3.772294359821836
216,6.249916779286743,3.9090700839835497,2.933823278233017,3.758288937888211
217,6.239520529689895,3.8948490094297825,2.9207932625311743,3.7443376139464553
218,6.229145012540561,3.880704714163932,2.907787043743277,3.730459914518819
219,6.218790185926812,3.8666252251349578,2.8949025526003975,3.7166375188617495
220,6.208456008586784,3.8526167519493177,2.8820830743736465,3.7028784941380866
221,6.198142438774896,3.8386777036999917,2.8693494808125353,3.68918451905667
222,6.187849434948267,3.824815352822063,2.8567401861367343,3.6755448833775235
223,6.177576955855716,3.8110231039816083,2.844173672129829,3.6619715882235124
224,6.167324960209356,3.797315401137319,2.8317336374112054,3.6484556228596854
225,6.157093406595261,3.7836615980555064,2.819357113262312,3.634998880006422
226,6.146882254010157,3.7701092208608986,2.8070779252318085,3.6216044911907725
227,6.136691461532776,3.7565974422255235,2.7949389602203834,3.608264295902926
228,6.12652098826409,3.743202339392829,2.7828218249342296,3.5949853386768127
229,6.116370792999436,3.729816844913382,2.770865799204153,3.581762853106557
230,6.106240835153003,3.7165353133268693,2.7589048318039704,3.5685958962654025
231,6.096131073922131,3.703307889756322,2.747112367815527,3.5554884373406446
232,6.086041468943391,3.6901138041342065,2.7353104270019983,3.5424345939619912
233,6.075971979457242,3.6770225629811626,2.723655803879422,3.529436577753947
234,6.065922565083689,3.6639779750036316,2.712028342021664,3.5164943962789996
235,6.055893185106261,3.6509841352015218,2.70053219155513,3.5036042631516793
236,6.04588379960518,3.6380642961922223,2.68915247843713,3.4907692412382056
237,6.035894368382875,3.6251959414934736,2.6777734928286874,3.4779868592219016
238,6.025924850904941,3.612407839730118,2.666567028775424,3.4652560284534575
239,6.015975207224678,3.5996689871972407,2.6553613644600986,3.4525778524722144
240,6.006045397654097,3.587011965130317,2.64439861639825,3.439949603650198
241,5.9961353820481404,3.57443453704762,2.6333686220927643,3.427371570954084
242,5.986245120491054,3.561884756274723,2.622666794863902,3.4148436569342144
243,5.976374573415136,3.5494345243878804,2.611785381213734,3.402363578106292
244,5.966523701123203,3.5370115894106133,2.6013563044882595,3.3899318495911372
245,5.956692463967662,3.5246700849619477,2.5906533128957614,3.377547248842756
246,5.94688082252923,3.512448564539804,2.5804745312533854,3.3652080857199707
247,5.937088737318449,3.500213635930023,2.569915651049223,3.3529147473350234
248,5.92731616889504,3.488100650239744,2.560031184588516,3.340665886306583
249,5.917563077837997,3.476056381381665,2.549628157602153,3.328459863296449
250,5.907829425132982,3.4639992307082106,2.5401414708813994,3.316296648590906
251,5.8981151719032905,3.4520337310933087,2.529831922137273,3.3041744804393227
252,5.8884202787837285,3.440094897261808,2.520558258782772,3.2920919554810646
253,5.87874470684546,3.42824757768809,2.510374300688218,3.280048660550914
254,5.869088417326912,3.416430289702899,2.501190641987962,3.2680432382512383
255,5.8594513712162115,3.404714027997355,2.4911861585203434,3.2560735708596162
256,5.849833529907333,3.393015946305511,2.481696535126096,3.244138922670607
257,5.840234854662848,3.381427265211874,2.471906624156133,3.23223751954459
258,5.830655306912207,3.3699420425990314,2.4621815483862863,3.2203673012441567
259,5.821094848072598,3.358417197444101,2.4529483730382764,3.208526857539936
260,5.811553440025804,3.3470291410944553,2.4432088705880974,3.196714707693159
261,5.802031044193402,3.3356283564355356,2.434036452310547,3.1849282081060566
262,5.792527622431754,3.3243483967027516,2.4244592379243213,3.1731648128139267
263,5.783043136226474,3.313047695319776,2.4151923448071937,3.161422709723587
264,5.773577547885262,3.301867423872272,2.405865572322853,3.1496990215776104
265,5.764130819105753,3.2907066250622465,2.396517568660221,3.1379906659362464
266,5.754702911870798,3.2796252166237725,2.387482751603538,3.126294295704619
267,5.745293788388298,3.2687197539986435,2.3782102585993656,3.1146067110574984
268,5.735903410882131,3.2577699657988903,2.369297849716178,3.102924391998585
269,5.726531741562322,3.2469017507909532,2.360159099979561,3.0912422401426904
270,5.717178742505858,3.236308652909339,2.351231971941568,3.079555442770827
271,5.707844376580828,3.2258016586879705,2.3423633587213777,3.067858460060066
272,5.698528605984529,3.214991583151312,2.3334310450026843,3.0561455011603726
273,5.68923139337729,3.2045907414000014,2.3247563050224747,3.0444101027038
274,5.679952701285507,3.194437129707195,2.315915982767157,3.0326450155654916
275,5.670692492459531,3.1838867867678426,2.3073124536259004,3.020844154586094
276,5.66145072966461,3.1737617058720757,2.298624366168613,3.0090035792088
277,5.65222737559145,3.163980560814414,2.289984012267911,2.9971555577631803
278,5.643022393482212,3.1537292260463023,2.281431893378069,2.985536244052791
279,5.633835746175736,3.143908863886427,2.2728965292925465,2.975580963646822
280,5.624667396585182,3.134509478704244,2.264440506620302,2.97175675786006
281,5.615517308144923,3.1242017200068926,2.2560387713299517,2.9634607894538365
282,5.606385443855819,3.114802782458456,2.2476749105203373,2.95268954207519
283,5.597271767239768,3.1050023369975683,2.2393923761713093,2.941054466646604
284,5.588176241384979,3.095959434591021,2.231169432270697,2.9307749186856387
285,5.579098829930327,3.0860804788359744,2.2229758798371693,2.9200339566248976
286,5.570039496289383,3.0772565576660926,2.2148579106376474,2.908777423980378
287,5.560998203978695,3.0679772456350083,2.2068032883580906,2.898445529481898
288,5.551974916915602,3.0598628360592173,2.1987949690357396,2.887233868914271
289,5.54296959861277,3.050197969736659,2.1908415398019154,2.8766468021264053
290,5.533982212685647,3.041679093547357,2.1829379475941733,2.865847734955492
291,5.525012723329083,3.0319801705689775,2.175085141459372,2.8548874108550994
292,5.51606109451152,3.0230067287806164,2.167296244487039,2.8441059735482197
293,5.5071272898562285,3.0139597819098705,2.1595595463299526,2.8330797968884243
294,5.498211273953302,3.0042860924472046,2.1518646507009356,2.822203251966539
295,5.489313010539783,2.9952568666809087,2.1442287544304803,2.81117229283597
296,5.4804324641106925,2.9859074744224468,2.136643345309835,2.800466048048359
297,5.471569598814829,2.976445567526094,2.129114402892655,2.789356748153557
298,5.462724379021706,2.967389157944007,2.1216389253561982,2.7785289944115688
299,5.453896769291306,2.9581507036590753,2.1142145206055556,2.7676052621601914
300,5.445086733926665,2.9487600636786877,2.1068461803649727,2.7563798420618872
301,5.436294237749252,2.939606855685028,2.099529877670455,2.745157938055788
302,5.42751924517405,2.9303564668920044,2.092255832990282,2.733806683270466
303,5.418761721044845,2.9211271287520995,2.0850391378448316,2.7224871294250983
304,5.4100216302459305,2.911967597515649,2.077869439374684,2.7111316714851204
305,5.401298937523215,2.902836554970056,2.070750941730062,2.6995697162248
306,5.392593607901734,2.893741725590906,2.0636824340991615,2.687949297874055
307,5.383905606208248,2.8846859545146883,2.0566641017568936,2.676559578710434
308,5.375234897518681,2.875638573128212,2.049690669715347,2.6668294002383637
309,5.366581447336433,2.866649357864695,2.042766672540071,2.6625167214742147
310,5.357945220429232,2.8577357061679067,2.0358880816928386,2.6661941410056245
311,5.349326182469739,2.8488336440011888,2.029060223963719,2.659190221448415
312,5.340724298633023,2.8399347205613656,2.0222811084608168,2.667270399729982
313,5.3321395339253845,2.8310952415522266,2.015545612816869,2.670263318034581
314,5.323571854495996,2.8223070756151323,2.0088659121604215,2.663741871713111
315,5.315021225429243,2.8135387876655926,2.002228059729275,2.66368093103023
316,5.3064876126244,2.8048073096703625,1.9956391356059058,2.6567689179361103
317,5.2979709816317095,2.796133136740623,1.989103418246554,2.6504453947132167
318,5.289471298308736,2.7875027585390626,1.982605303818044,2.647707241111538
319,5.28098852840251,2.778892159012119,1.9761540143595124,2.6422757022051746
320,5.272522637728571,2.770325108393455,1.9697435891443136,2.633722375050822
321,5.26407359246885,2.7618202722860397,1.9633773899866092,2.627876129860243
322,5.25564135845568,2.7533485127994473,1.9570575029487804,2.62331267056762
323,5.2472259017089415,2.7449004639031003,1.9507813843776334,2.6170939641804427
324,5.238827188525089,2.7365017011907997,1.9445465339810373,2.608898201030778
325,5.230445185267986,2.7281532177847194,1.9383587884809164,2.601858942136244
326,5.222079858100547,2.7198345590704642,1.932209113108143,2.5961827381034204
327,5.213731173402371,2.711551910035669,1.926108542844609,2.5900282531094163
328,5.205399097441484,2.7033171154219855,1.920049611482621,2.5824275334195343
329,5.197083597060017,2.6951236167473747,1.9140307453943548,2.5746268332668607
330,5.188784638510764,2.6869639292834737,1.9080577703207278,2.5678659526174386
331,5.180502188471643,2.678844446520124,1.9021224505410905,2.5615378061609264
332,5.172236213836226,2.6707691446018353,1.8962315297841401,2.5546333102612113
333,5.163986681087461,2.6627328239974153,1.89037843689147,2.546969670671947
334,5.15575355728197,2.654733372914919,1.8845657655279795,2.53942541539732
335,5.1475368092144365,2.6467752046855173,1.8787936927418105,2.532512634260089
336,5.139336403894967,2.63885723059719,1.8730617671369922,2.5257855654669976
337,5.13115230831024,2.6309772451750284,1.8673684447204366,2.5186633739032955
338,5.122984489542761,2.6231372961830783,1.861714759434355,2.511143528699161
339,5.114832914681269,2.6153388455892137,1.8561038699371986,2.5037523825346284
340,5.106697551029336,2.6075776974566387,1.8505288168973733,2.4967422732494233
341,5.098578365896321,2.599855912964202,1.844993468170434,2.4898509459980374
342,5.090475326627163,2.592174847175135,1.8395010400441827,2.4827429576617086
343,5.082388400483101,2.5845318632853096,1.8340429335283388,2.475409238937705
344,5.074317555118673,2.5769233397438533,1.8286248345336338,2.468142736336781
345,5.066262757925287,2.569354235463881,1.8232575465805225,2.461113911111442
346,5.058223976597984,2.5618258537470058,1.8179143032779221,2.454188109793356
347,5.050201178985821,2.554332950960662,1.8126104717573002,2.4471574863804384
348,5.042194332704138,2.546874416077942,1.8073534669831028,2.44000072330812
349,5.03420340543304,2.539452787631538,1.8021189047930786,2.432882055370276
350,5.0262283650662845,2.532068986531911,1.7969355129917346,2.4259148630049063
351,5.018269179442633,2.524722493656112,1.7917817310903315,2.419036372957975
352,5.010325816942007,2.5174112162319773,1.7866572013029403,2.412120058895209
353,5.002398245262509,2.5101365414630683,1.7815846716597918,2.4051356574021314
354,4.994486432643682,2.5028987000668503,1.7765331167855458,2.398170870698683
355,4.9865903473289865,2.4956972921821508,1.7715165855672406,2.391304484552549
356,4.97870995741678,2.488531631237106,1.7665423037003618,2.3845126032716775
357,4.970845231188432,2.481401833465504,1.7615950769008601,2.377718447212111
358,4.9629961370781555,2.474308080234084,1.7566983546128525,2.370895100678913
359,4.955162643493889,2.4672496082377076,1.7518216530674178,2.364089817335887
360,4.947344719145173,2.460226702484656,1.746976356081379,2.357353431361943
361,4.939542332267688,2.4532371512097146,1.7421643342620203,2.3506780988138307
362,4.931755451697086,2.4462838089999375,1.7373903710696843,2.3440180769096397
363,4.923984046003519,2.4393651691281923,1.7326447993239134,2.337351693439278
364,4.916228083849804,2.432479056409807,1.7279335772804745,2.3307030973674396
365,4.908487534408465,2.425626971178603,1.7232562961381317,2.324104872639212
366,4.900762366287833,2.4188104153564427,1.718608686384184,2.3175564255652397
367,4.893052548337836,2.4120277328030664,1.713998492979235,2.3110311539576336
368,4.88535804953031,2.4052788186741587,1.7094245982649563,2.30451424715895
369,4.87767883901835,2.3985633949020855,1.7048862924283008,2.2980189005681737
370,4.870014885897541,2.3918819605640027,1.7003799829586868,2.291565131818068
371,4.862366159653102,2.385235280090053,1.695899446286618,2.2851534613881883
372,4.854732629086221,2.3786208320329707,1.6914532088106018,2.278767725901783
373,4.84711426365653,2.372038676959949,1.6870407909448033,2.2723978066162225
374,4.839511032676128,2.365489966049357,1.6826509776257494,2.2660508576976635
375,4.831922905637698,2.358973803115578,1.6782965744530376,2.2597391473082347
376,4.824349851767112,2.3524913037893453,1.6739820252309492,2.2534635389093065
377,4.8167918408286265,2.3460449042520812,1.669684269773672,2.247214571026195
378,4.809248842587366,2.3396297292449955,1.6654140921845793,2.2409862855179035
379,4.801720826332484,2.333243708367764,1.6611745127347963,2.2347832105514813
380,4.794207762010599,2.3268929676739782,1.6569664690077008,2.2286126056857527
381,4.786709619390019,2.320569951111651,1.652794112849975,2.2224744760592663
382,4.7792263682697165,2.314275740614239,1.6486449693273735,2.2163626013032482
383,4.771757978360049,2.3080166515812777,1.644520935619753,2.2102732864561405
384,4.764304419670375,2.3017913857519603,1.6404380619222394,2.204209393884243
385,4.7568656623892425,2.2955913366747773,1.6363758906778305,2.198175215564543
386,4.749441676735021,2.289422442591539,1.6323369205545597,2.192170495711925
387,4.742032432419398,2.283288566272427,1.6283306168891345,2.1861914842312995
388,4.7346378999895,2.277184015771711,1.6243547696834517,2.1802364220212436
389,4.727258049425508,2.2711050730989966,1.6204130935691747,2.1743073878527266
390,4.719892851453097,2.2650581933246414,1.616483370270013,2.1684066937368494
391,4.712542275873015,2.2590460153917897,1.6125829851200575,2.1625335339030998
392,4.705206293589487,2.253057285362276,1.6087100213688017,2.1566853075926273
393,4.697884874819876,2.247099588406805,1.6048614346563768,2.150861077577496
394,4.690577990049723,2.241174039236963,1.6010381247535241,2.145062234481445
395,4.683285610270634,2.2352750334216145,1.5972414590044168,2.1392899750400285
396,4.676007705489149,2.229404627597096,1.5934724168562377,2.133543545180068
