epoch,rollout_nrmse,rollout_nrmse_v,rollout_nrmse_w,loss_data,batch_nrmse,total_loss,rollout_smooth
1,8.943807274103165,0.3304049074649811,8.613402366638184,0.3952656090259552,0.16636567562818527,0.3952656090259552,8.943807274103165
2,5.670282602310181,1.0154917240142822,4.654790878295898,0.13591594994068146,0.11722752638161182,0.13591594994068146,8.89470440402627
3,3.027916371822357,0.6153549551963806,2.4125614166259766,0.23301446437835693,0.09835357405245304,0.23301446437835693,8.80670258354321
4,1.67811119556427,0.4829331636428833,1.1951780319213867,0.08225758373737335,0.06708144210278988,0.08225758373737335,8.699773712723525
5,1.7811543941497803,0.5428684949874878,1.2382858991622925,0.04732712358236313,0.04252372868359089,0.04732712358236313,8.59599442294492
6,3.0141229331493378,0.29025861620903015,2.7238643169403076,0.05938297137618065,0.054077379405498505,0.05938297137618065,8.512266350597985
7,3.2648940980434418,0.41157421469688416,2.8533198833465576,0.02777835726737976,0.09623855166137218,0.02777835726737976,8.433555766809667
8,2.7217423021793365,0.47117701172828674,2.25056529045105,0.04536634311079979,0.09375579562038183,0.04536634311079979,8.347878564840212
9,1.8252204358577728,0.3286329209804535,1.4965875148773193,0.05078430101275444,0.07473475020378828,0.05078430101275444,8.250038692905473
10,1.9697432219982147,0.3609752357006073,1.6087679862976074,0.024357995018363,0.05863832589238882,0.024357995018363,8.155834260841866
11,2.068765252828598,0.2797759473323822,1.7889893054962158,0.02921159937977791,0.06479769758880138,0.02921159937977791,8.064528225721666
12,1.8993573784828186,0.28603583574295044,1.6133215427398682,0.020094284787774086,0.07649384252727032,0.020094284787774086,7.972050663013084
13,1.6524043083190918,0.31325995922088623,1.3391443490982056,0.019854653626680374,0.07762058265507221,0.019854653626680374,7.877255967692673
14,1.3296128958463669,0.22676388919353485,1.102849006652832,0.02175825461745262,0.06892449036240578,0.02175825461745262,7.779041321614979
15,1.1128393411636353,0.21018999814987183,0.9026493430137634,0.011829447001218796,0.059644393622875214,0.011829447001218796,7.679048291908209
16,1.2048387080430984,0.1689050942659378,1.0359336137771606,0.00980723649263382,0.05245629511773586,0.00980723649263382,7.581935148150232
17,1.5894511342048645,0.282382071018219,1.3070690631866455,0.007179401349276304,0.05835866741836071,0.007179401349276304,7.492047887941051
18,1.6925659477710724,0.257974773645401,1.4345911741256714,0.018068991601467133,0.07018781825900078,0.018068991601467133,7.405055658838501
19,1.5687868893146515,0.1809004843235016,1.38788640499115,0.016058655455708504,0.0767533341422677,0.016058655455708504,7.317511627295643
20,1.3695892542600632,0.1591304987668991,1.210458755493164,0.009311104193329811,0.07575757056474686,0.009311104193329811,7.228292791700109
21,1.2032793909311295,0.18941010534763336,1.013869285583496,0.007165761664509773,0.06923290714621544,0.007165761664509773,7.1379175906885735
22,1.1130061447620392,0.20247551798820496,0.9105306267738342,0.008530734106898308,0.06153029948472977,0.008530734106898308,7.047543918999676
23,1.2000513225793839,0.1785060316324234,1.0215452909469604,0.009213505312800407,0.05747318360954523,0.009213505312800407,6.95983153005337
24,1.3181514739990234,0.15708863735198975,1.1610628366470337,0.007778836879879236,0.062761340290308,0.007778836879879236,6.875206329212555
25,1.3001672327518463,0.15003922581672668,1.1501280069351196,0.006859596818685532,0.06938994023948908,0.006859596818685532,6.791580742765644
26,1.258133441209793,0.17787674069404602,1.080256700515747,0.006401663646101952,0.07021171227097511,0.006401663646101952,6.708579033242306
27,1.175318032503128,0.1718832552433014,1.0034347772598267,0.007926392368972301,0.06734956242144108,0.007926392368972301,6.625580118231219
28,1.0589291602373123,0.14216990768909454,0.9167592525482178,0.007273184601217508,0.06318683084100485,0.007273184601217508,6.54208035386131
29,1.0860761851072311,0.14710818231105804,0.9389680027961731,0.005210481584072113,0.05977153405547142,0.005210481584072113,6.460240291329999
30,1.1647915989160538,0.15640796720981598,1.0083836317062378,0.005550599191337824,0.0612192926928401,0.005550599191337824,6.38080856094379
31,1.1952579021453857,0.16119444370269775,1.034063458442688,0.006305796094238758,0.06502392794936895,0.006305796094238758,6.303025301061814
32,1.1779162138700485,0.153179332613945,1.0247368812561035,0.006681032478809357,0.06707432307302952,0.006681032478809357,6.2261486647539375
33,1.1266361773014069,0.13541647791862488,0.991219699382782,0.006163880694657564,0.06678138393908739,0.006163880694657564,6.1496559774421495
34,1.0796119570732117,0.1443171501159668,0.9352948069572449,0.005067659076303244,0.06470398232340813,0.005067659076303244,6.073605317136615
35,1.0589208155870438,0.14784379303455353,0.9110770225524902,0.0053825993090868,0.061928924173116684,0.0053825993090868,5.998385049613372
36,1.088665097951889,0.14852645993232727,0.9401386380195618,0.005512728821486235,0.06096749287098646,0.005512728821486235,5.92473925033845
37,1.1035722196102142,0.13627532124519348,0.9672968983650208,0.005635114386677742,0.06247684359550476,0.005635114386677742,5.852421744877526
38,1.117055356502533,0.13829469680786133,0.9787606596946716,0.005040301010012627,0.06423307862132788,0.005040301010012627,5.781391249051902
39,1.1090793460607529,0.1403488963842392,0.9687304496765137,0.005182080436497927,0.06499500013887882,0.005182080436497927,5.711306570507034
40,1.0794494301080704,0.14488734304904938,0.934562087059021,0.0052625820972025394,0.06438998598605394,0.0052625820972025394,5.64182871340105
41,1.0466997623443604,0.13664031028747559,0.9100594520568848,0.0054123797453939915,0.06276787258684635,0.0054123797453939915,5.5729017791352
42,1.0542546510696411,0.13584280014038086,0.9184118509292603,0.004893301986157894,0.06166085880249739,0.004893301986157894,5.505122072214217
43,1.0725610852241516,0.1341598629951477,0.9384012222290039,0.0048748948611319065,0.06204237136989832,0.0048748948611319065,5.438633657409365
