epoch,share_data,share_ic,share_phy1,share_phy2
117,0.5797323031305924,0.34097254442824637,0.05781247576751529,0.021482676673645864
118,0.5808284119516072,0.33967783521087036,0.05795692294427644,0.021536829893245932
119,0.5819231854386573,0.3383863315091573,0.05810199416158203,0.021588488890603313
120,0.5830073310240829,0.3370941000947472,0.05825402179730592,0.02164454708386394
121,0.584089991571822,0.3358026149027643,0.05841049631224493,0.021696897213168864
122,0.5851718015346627,0.33452186127069433,0.05855688033226951,0.021749456862373333
123,0.5862580293210496,0.33323997711282416,0.058699040530492186,0.021802953035634058
124,0.5873408434415797,0.33195829155833223,0.05884484101198932,0.021856023988098855
125,0.5884314836442429,0.3306802253012754,0.058978456269741485,0.021909834784740373
126,0.5894902910897019,0.32940188614813437,0.05914132170819009,0.021966501053973724
127,0.5905563031982444,0.32812625065669543,0.059298410882514065,0.02201903526254611
128,0.5916268425392327,0.3268558557168724,0.05944335481594613,0.02207394692794869
129,0.5926862558630376,0.32559417282621106,0.059593222333944186,0.02212634897680732
130,0.5937528048001374,0.32434464092061893,0.05971981877464946,0.022182735504594202
131,0.5948160284535289,0.3230804627117959,0.059866622658669134,0.02223688617600607
132,0.5958711178748157,0.32182460128027224,0.060013858876889904,0.02229042196802226
133,0.5969258356359572,0.3205715988779544,0.06015849927717952,0.02234406620890871
134,0.5979795025291927,0.31931696924767355,0.06030460123932059,0.022398926983813176
135,0.5990201783902895,0.3180686359339272,0.060458756245425224,0.02245242943035795
136,0.6000597251639345,0.3168147058186957,0.060619408877457794,0.022506160139912117
137,0.6011103572866152,0.3155692302501011,0.06076138456096377,0.022559027902319895
138,0.6021539954698519,0.3143291424290297,0.06090302469318849,0.022613837407930028
139,0.6031959655782508,0.3130834304777479,0.06105328813816213,0.02266731580583916
140,0.6042229581610778,0.3118481623234117,0.06120576666082622,0.022723112854684206
141,0.605252690957118,0.310616435603588,0.061353032062624754,0.022777841376669262
142,0.6062898153854004,0.3093797730950487,0.06149928919945069,0.02283112232010028
143,0.6073279639981696,0.30813830909145656,0.06165052144123133,0.022883205469142548
144,0.6083492324833208,0.3069124456562551,0.061800921579547294,0.02293740028087672
145,0.6093824776160789,0.3056899474542867,0.06193462948457494,0.02299294544505945
146,0.6104081598255882,0.30446827995097003,0.06207913947465554,0.02304442074878625
147,0.6114381285901338,0.3032408415220801,0.06222589539289834,0.02309513449488773
148,0.6124532338156085,0.3020261934227461,0.062370765903262994,0.02314980685838244
149,0.6134737079088771,0.3008052780900251,0.062518600882559,0.023202413118538767
150,0.6144907596634034,0.29959801364411887,0.0626556118845015,0.02325561480797624
151,0.6154964672522218,0.2983902452258285,0.06280601766172664,0.023307269860223048
152,0.6165066154487358,0.2971954085027082,0.06293593747190246,0.02336203857665358
153,0.6175089056601848,0.2959955944945706,0.06307963015139559,0.02341586969384899
154,0.6185029016668866,0.2947988647261076,0.063229516967289,0.023468716639716884
155,0.6194895838560209,0.29360272434433077,0.06338496406960352,0.023522727730044768
156,0.6204844517551885,0.2924103304944997,0.06352866938802283,0.02357654836228886
157,0.6214796801600878,0.2912195974328516,0.06367073482165869,0.02362998758540187
158,0.6224694662228074,0.29003016558403455,0.06381863433535245,0.023681733857805625
159,0.62345344698173,0.28884442130207105,0.06396488865161512,0.023737243064583823
160,0.6244461246627826,0.28766856642802047,0.06409822075880892,0.023787088150388096
161,0.6254283271414727,0.28648499160784935,0.06424882382391107,0.023837857426767008
162,0.6264121917078069,0.2853086429860511,0.06439080533906519,0.023888359967076802
163,0.6273943404168139,0.2841301369304757,0.06453424058584131,0.023941282066869123
164,0.6283743072086819,0.28296299532678415,0.06466556428109042,0.023997133183443313
165,0.6293309599386254,0.2817998968188111,0.06482002577793403,0.0240491174646294
166,0.6303009017912974,0.2806304629282085,0.06496973332978302,0.024098901950711092
167,0.6312653353682091,0.27947004725160235,0.06511204595690415,0.02415257142328437
168,0.6322288471620399,0.2783089621063283,0.06525458052997346,0.024207610201658503
169,0.6331927060561036,0.27714904654199657,0.06539929660533185,0.02425895079656806
170,0.6341435782028895,0.2759993528203878,0.06554529129108412,0.02431177768563863
171,0.6351000098474904,0.2748479244544385,0.06569036674477556,0.024361698953295603
172,0.6360473345571218,0.2736992791009004,0.06583631411807181,0.024417072223905815
173,0.6369888501259869,0.27255178090590554,0.06598963783670664,0.024469731131400916
174,0.6379271876839393,0.27141045681583464,0.06613778814292559,0.0245245673573005
175,0.6388688667678273,0.27027082089824483,0.06628363911084313,0.024576673223084638
176,0.6397945779119996,0.26913453378750135,0.06643948069954617,0.02463140760095293
177,0.6407364524181085,0.2679985554221469,0.06658235681585446,0.024682635343890126
178,0.6416685062483201,0.26686992884425387,0.06672792603947716,0.02473363886794888
179,0.6426168504219552,0.2657494955241522,0.06684744934064925,0.02478620471324327
180,0.6435391065094735,0.2646247142979509,0.06699846399976943,0.02483771519280604
181,0.6444557575471981,0.2635038776494404,0.06714746045960714,0.02489290434375429
182,0.6453811759071243,0.2623856457909101,0.06729235566606044,0.02494082263590507
183,0.6463040539811221,0.26127031644171284,0.0674349867799211,0.024990642797244
184,0.647211193566579,0.26016623827401625,0.0675770864017045,0.025045481757700334
185,0.6481244655082181,0.25906593970363356,0.06771154662469521,0.02509804816345319
186,0.6490470047775474,0.2579552685321106,0.06784772283657843,0.025150003853763654
187,0.6499499158638582,0.2568593796479942,0.06799047498858761,0.02520022949956006
188,0.650850293215373,0.25575496068223064,0.0681428282577479,0.025251917844648357
189,0.6517538845608579,0.25465274427636786,0.06828769188549336,0.025305679277280772
190,0.6526491549797506,0.2535633325747054,0.06843095359194054,0.02535655885360341
191,0.6535438462716074,0.25247652691747546,0.06857272803551644,0.025406898775400727
192,0.6544464428017118,0.2513901960188313,0.06870710235382747,0.025456258825629408
193,0.6553319983270351,0.2503020536940349,0.06886085121231951,0.025505096766610464
194,0.6562310105687328,0.24922735674301558,0.06898262671561475,0.025559005972636946
195,0.6571218113498777,0.24815107297358346,0.06911948314679836,0.025607632529740482
196,0.6579905396415823,0.24708348844432945,0.06926598292073248,0.025659988993355774
197,0.6588704319393354,0.24601391947245582,0.06940027424103189,0.02571537434717689
198,0.6597369047937062,0.24495123317205958,0.06954384592755197,0.02576801610668224
199,0.6606126337844511,0.24389101909401503,0.06968195193396749,0.025814395187566314
200,0.6614837777336378,0.24282767430973448,0.06982328016278018,0.025865267793847745
201,0.6623563049754393,0.24177479543787728,0.06995150213666186,0.025917397450021567
202,0.6632028987668127,0.24071843044430255,0.07011030421277493,0.025968366576109802
203,0.66405976262249,0.23966876889609323,0.07025502888700802,0.026016439594408792
204,0.6649188261699931,0.23862547952057725,0.07038343216041827,0.026072262149011538
205,0.6657699377824218,0.23758424598471276,0.07052939610113437,0.02611642013173125
206,0.6666278102668495,0.23654733384912557,0.07065824841794019,0.026166607466084686
207,0.6674723087392161,0.2355081152319035,0.07080414823673724,0.026215427792143246
208,0.6683042371956948,0.23447119206877481,0.07096246917117217,0.026262101564358285
209,0.6691444481701722,0.2334335016803187,0.07111406214054337,0.026307988008965714
210,0.6699830197183385,0.23240919194749704,0.07124901836904378,0.026358769965120578
211,0.6708463894348478,0.23138890350061816,0.07135421067925539,0.026410496385278592
212,0.6716496468655346,0.23036752552787024,0.07152333459571528,0.026459493010879787
213,0.6724761208621127,0.22935042675503206,0.07166037161440422,0.026513080768450888
214,0.6732974972938655,0.22833177569536334,0.07180629505191047,0.026564431958860713
215,0.6741175989391991,0.22732049467625362,0.0719492523479201,0.02661265403662722
216,0.674917453956078,0.22630590772882803,0.07211556718454686,0.026661071130547026
217,0.6757217318174801,0.22529115849570824,0.07226958792160018,0.026717521765211423
218,0.6765615758471475,0.22429225438991401,0.07237814461108584,0.026768025151852858
219,0.6773817827994454,0.22329086281165447,0.07251028996986496,0.026817064419035246
220,0.6782033545373979,0.22229177132059563,0.07262794510513634,0.026876929036870077
221,0.6789882005150293,0.22129190607258548,0.07279326113084339,0.026926632281541858
222,0.6798076311185876,0.2203020236406766,0.07291337725238958,0.026976967988346385
223,0.6806268988623613,0.2193109317304755,0.07303707104001742,0.027025098367145832
224,0.6814254068455252,0.21833247558470212,0.07316682858186857,0.027075288987904074
225,0.6822204388523282,0.21734790191666398,0.07330887881600805,0.02712278041499973
226,0.6830152172292696,0.2163655121005606,0.07344664437574738,0.027172626294422353
227,0.6838084258128562,0.21539284919276303,0.07358284429372536,0.027215880700655358
228,0.6845917201437823,0.21441942017783838,0.07372698936640557,0.027261870311973746
229,0.6853838469504259,0.21345642815956176,0.07385160375476732,0.027308121135245146
230,0.6861568379444648,0.21248727931039046,0.07399390055642681,0.027361982188717947
231,0.6869530231295091,0.21152622129617496,0.07410865849216858,0.02741209708214735
232,0.6877129975890975,0.21057226716563723,0.07424940137830638,0.027465333866958964
233,0.6884989756309507,0.20961530818629512,0.07437782560948183,0.027507890573272298
234,0.6892658393380893,0.2086532232473015,0.07451824178430164,0.0275626956303076
235,0.6900127464718899,0.20770482655818073,0.07466634651850701,0.027616080451422453
236,0.6907938262424252,0.20676067418453292,0.07478095468160431,0.02766454489143753
237,0.6915466272107456,0.2058123966575674,0.07493225020358821,0.027708725928098886
238,0.6923194551220829,0.20487789435990966,0.07504917384006174,0.027753476677945553
239,0.6930811600754828,0.20395059938998586,0.07516824377857118,0.027799996755960073
240,0.693817035396014,0.20301895065219702,0.07531882477590832,0.027845189175880653
241,0.6945799879109336,0.2020966165425575,0.07542758917556408,0.027895806370944888
242,0.6953298768004308,0.20116758606977977,0.07557268793897921,0.027929849190810253
243,0.6960760001470085,0.20024191668738997,0.07570117382885483,0.02798090933674661
244,0.6968144215426744,0.1993177005838841,0.07583865953193107,0.028029218341510585
245,0.6975488632658972,0.19840204530000746,0.075971334819477,0.028077756614618365
246,0.698262200603345,0.19747739619301996,0.07613240576688718,0.02812799743674781
247,0.6989766996520143,0.19657347379354548,0.07627247193886214,0.028177354615578132
248,0.6997190729072619,0.19566481569185631,0.07639013838249012,0.028225973018391786
249,0.700468607621386,0.1947681383373977,0.07648784722622651,0.02827540681498995
250,0.7011887598942712,0.19385684924264956,0.07662867626237065,0.02832571460070854
251,0.70189130312084,0.19297140339531943,0.07676227124608115,0.02837502223775934
252,0.702581102022876,0.19207398635270395,0.07692443419193086,0.028420477432489107
253,0.7032676845745057,0.19116751723425388,0.07709672240494181,0.02846807578629847
254,0.7039887359724931,0.19029070660809644,0.07720930597375882,0.02851125144565162
255,0.7046708584819817,0.18940769547942662,0.07735698102172853,0.028564465016863123
256,0.7053755726039921,0.18853033101050953,0.0774846398949829,0.02860945649051555
257,0.7060658372708898,0.18764483033498933,0.07763476953449376,0.02865456285962712
258,0.7067478566048884,0.18676397114527227,0.07778749048705332,0.02870068176278611
259,0.7074579899143861,0.1858864054130278,0.07790954762947722,0.02874605704310884
260,0.7081518746379352,0.18501472909318878,0.07804157407197418,0.02879182219690195
261,0.708851958779396,0.1841518429697044,0.07815405329685739,0.028842144954042144
262,0.7095301904536715,0.18327440658449562,0.07830152710128539,0.028893875860547417
263,0.7101908899952181,0.18241362718467094,0.07845450237059168,0.02894098044951931
264,0.7108583603496672,0.18155970475095398,0.0785901479672114,0.028991786932167453
265,0.7115255555651135,0.18070757107903476,0.07873475437482125,0.029032118981030426
266,0.7121887334082804,0.17986243174982425,0.07887297866435741,0.029075856177538013
267,0.7128347216111519,0.1790159098735254,0.07903123551396027,0.029118133001362418
268,0.7135341782206188,0.17817181075749827,0.07913206440679312,0.029161946615089772
269,0.7142259979766776,0.17733102247099325,0.07923315588315305,0.029209823669176023
270,0.7149081812488303,0.17649183300946403,0.07934323407570398,0.029256751666001772
271,0.7155499898799036,0.17566070062175232,0.07947611544266728,0.029313194055676735
272,0.7161793435114701,0.1748225731375071,0.07963681652942768,0.029361266821595167
273,0.7168221676181051,0.17400070788790076,0.07976771548957237,0.029409409004421728
274,0.717456668374288,0.17317820367460768,0.07990580696705607,0.029459320984048215
275,0.7180979133555521,0.17235852637255428,0.08002895716121501,0.029514603110678717
276,0.7187524436679136,0.17153780179019393,0.0801529905322244,0.029556764009668123
277,0.7194190620722677,0.17072663041021788,0.08025214588282796,0.029602161634686607
278,0.7200596751046187,0.16992563442166114,0.08037160880596579,0.029643081667754496
279,0.7207197317797019,0.16911436472075517,0.0804768430416816,0.029689060457861217
280,0.721364189671984,0.16830232108952387,0.08060389919431307,0.02972959004417904
281,0.7219819519532431,0.16750499314432055,0.08072913035925666,0.029783924543179685
282,0.7225927013171207,0.16670335409048853,0.08087246970834885,0.029831474884041913
283,0.7232332761078815,0.16591152817528212,0.08098237076178279,0.029872824955053678
284,0.7238416005675192,0.16512713278815858,0.08111302013031886,0.029918246514003342
285,0.7244388575806994,0.16433580532186343,0.08126457279564216,0.02996076430179511
286,0.725069562142816,0.16355205464920655,0.08137188029162412,0.030006502916353223
287,0.7256751415384953,0.1627601030740046,0.08151203835275485,0.030052717034745307
288,0.7262691650817293,0.16197434919049578,0.0816583589607415,0.03009812676703334
289,0.7269130901164825,0.16119562264510315,0.08175054819469492,0.030140739043719545
290,0.7274964220997253,0.16042543082673083,0.08188880064939823,0.03018934642414573
291,0.7281204430643742,0.15963965666132085,0.08201622622189042,0.030223674052414523
292,0.7287273651799391,0.15887122485835514,0.08213787924334125,0.030263530718364563
293,0.7292926616496429,0.1580979490684748,0.08230307451907748,0.03030631476280477
294,0.7298756797119792,0.15733387788394287,0.08243539225888943,0.030355050145188543
295,0.7304430950791043,0.15656937973127444,0.0825800486044367,0.030407476585184584
296,0.7310457861760069,0.15580873446739818,0.08269317140116697,0.03045230795542799
297,0.7316294978506044,0.1550423822233165,0.08283370859514175,0.03049441133093731
298,0.732195117648599,0.15428820175815727,0.08298008607686025,0.03053659451638366
299,0.732763480629831,0.1535436542915982,0.08310980270266419,0.030583062375906585
300,0.7333434841005464,0.15280148995324086,0.08323080046231668,0.03062422548389606
301,0.7339087623842244,0.15205627563209678,0.08336547674310515,0.03066948524057368
302,0.7344637254316244,0.15132069164721584,0.08350229710495498,0.03071328581620475
303,0.7350021924272164,0.15058191853569453,0.0836570622893739,0.030758826747715146
304,0.7355423977283897,0.14985751284881504,0.08378760312694074,0.03081248629585459
305,0.7360926296028759,0.14911142463010268,0.08394453107632413,0.030851414690697222
306,0.7366339826700201,0.14838784122738685,0.08407991844268192,0.030898257659911037
307,0.7372068999342358,0.1476644358090597,0.08419117872170119,0.030937485535003285
308,0.7377225250760512,0.14694439377925722,0.08434967682393159,0.030983404320760105
309,0.738256193676998,0.14622471736421097,0.08448707202325559,0.031032016935535443
310,0.7388047783020351,0.1455098997857707,0.0846026761178599,0.031082645794334274
311,0.7393547752067336,0.14478464108534472,0.0847388034903563,0.031121780217565332
312,0.7398779480131408,0.1440696217297606,0.08488486425860833,0.031167565998490233
313,0.7404158552529713,0.14336105926594012,0.08500913689856861,0.031213948582519985
314,0.7409484940772055,0.1426535746296738,0.08513693434017969,0.031260996952940885
315,0.741466889641037,0.14194298772047256,0.08528887192519505,0.031301250713295356
316,0.7420260079971084,0.14125544001653909,0.08537749044363127,0.031341061542721274
317,0.7425209668768377,0.1405629112515042,0.0855222750978204,0.03139384677383775
318,0.7430494083913107,0.13986692974367726,0.08564033789173757,0.031443323973274526
319,0.7435811372830858,0.1391731356878161,0.0857535621658249,0.03149216486327296
320,0.7440960677284705,0.13847539316848478,0.0858868617785828,0.031541677324461975
321,0.7446350036326853,0.13778674580381964,0.08599466886201265,0.031583581701482295
322,0.7451386872445581,0.1371094536574139,0.0861283407696041,0.03162351832842396
323,0.7456543767230503,0.1364404559011278,0.08623830956438161,0.031666857811440345
324,0.7461626162389378,0.13576329549216642,0.08637061810475284,0.031703470164142905
325,0.7466773388474667,0.13508025404676274,0.08649245575358812,0.03174995135218246
326,0.7471732067346528,0.13441399691434563,0.08661010416781353,0.03180269218318806
327,0.7476661046975444,0.13374046373657295,0.08674366249190336,0.0318497690739793
328,0.7481613530490481,0.13307941405632695,0.08686833375209521,0.031890899142529815
329,0.7486760430410568,0.13242101806270934,0.08696288649263517,0.03194005240359869
330,0.7491800268045943,0.13175515107936758,0.08708554575425932,0.031979276361778865
331,0.7496807458630256,0.1311073957385267,0.0871912721641476,0.03202058623430012
332,0.7501689673206096,0.13045881337588475,0.08731605713984805,0.03205616216365759
333,0.7506595433855562,0.12981985667559484,0.0874247427653942,0.03209585717345473
334,0.7511668063841748,0.12917744611986987,0.08751953034067557,0.032136217155279964
335,0.7516251714336459,0.12853710062406815,0.08765579746573285,0.032181930476552864
336,0.7521193970043806,0.1278836376186847,0.08777463287018814,0.0322223325067465
337,0.7526092511672707,0.1272398240313148,0.08788685519552389,0.032264069605890594
338,0.7530564349385599,0.12658985386964275,0.08804706308364785,0.03230664810814959
339,0.7535155463258472,0.1259606900565237,0.08817660079383201,0.0323471628237972
340,0.7539783697685074,0.12532318027530145,0.08831200598021505,0.03238644397597613
341,0.7544329492952015,0.12468842242831783,0.08844629051741153,0.03243233775906909
342,0.7548690856845514,0.12406157859733127,0.08859007189105281,0.03247926382706467
343,0.7553550747954233,0.12344213505474436,0.08868002148093053,0.03252276866890184
344,0.7558252012512963,0.1228352070971297,0.0887769842878868,0.0325626073636872
345,0.7562966995174211,0.12221061869826122,0.08889664569145861,0.03259603609285897
346,0.7567693385271376,0.12159729614815555,0.08899146208503753,0.03264190323966936
347,0.7571974226989296,0.12097930413767759,0.08913905582218505,0.032684217341207675
348,0.7575987603462927,0.12035568247244018,0.08931780869771093,0.032727748483556175
349,0.7580220241941185,0.1197540538929818,0.08945354171806182,0.03277038019483805
350,0.7584613696670237,0.11915819608160234,0.08957263458568146,0.03280779966569256
351,0.7588866843907617,0.11855852485479752,0.08970695185901542,0.03284783889542532
352,0.7593303745817609,0.11796478324822102,0.08982201395859912,0.03288282821141899
353,0.7597497353271312,0.11737030803304935,0.08995083934564263,0.0329291172941768
354,0.7601688711346962,0.11678176028272558,0.09007610306204179,0.032973265520536504
355,0.76060313984017,0.1161984506594181,0.09016754862948581,0.033030860870926035
356,0.7610946007124075,0.11562203135171856,0.09021688118414803,0.033066486751725785
357,0.7615131395177652,0.11504231544606378,0.09033854488174062,0.033106000154430375
358,0.7619024655408502,0.11445745095954549,0.09048719367477734,0.03315288982482713
359,0.762290920988532,0.11387891129489636,0.09063196555382194,0.03319820216274964
360,0.7627182426862629,0.11330327962373321,0.09073228992957107,0.03324618776043275
361,0.7631326435384019,0.11273038643720432,0.09084277578184195,0.033294194242551756
362,0.7635331513246539,0.1121724692561388,0.09095907506442494,0.0333353043547823
363,0.7639462596861177,0.11160513750433228,0.09106592740454802,0.033382675405001914
364,0.7643199562349932,0.11104279036066504,0.0911958993761989,0.03344135402814282
365,0.7647323817425621,0.11046887104493933,0.09132175127230206,0.03347699594019665
366,0.7651370288491212,0.1099147530199323,0.0914271546026295,0.03352106352831703
367,0.7655295868846175,0.10935737060069524,0.0915501817936719,0.03356286072101541
368,0.7659222316889925,0.10880317924764951,0.09166262421032423,0.03361196485303358
