epoch,rollout_nrmse,rollout_nrmse_v,rollout_nrmse_w,loss_data,loss_phy2,total_loss,batch_nrmse,lambda_data,lambda_phy2,rollout_smooth
34,1.1106767654418945,0.13546818494796753,0.975208580493927,0.006021887995302677,8.508382052241359e-06,0.004066405817866325,0.08115142118185759,0.6733965277671814,1.3266035318374634,7.296038792348139
35,1.1180100440979004,0.13813018798828125,0.9798798561096191,0.0050834352150559425,8.3571740105981e-06,0.0023427291307598352,0.08039569016546011,0.4583209753036499,1.5416791439056396,7.234258504865637
36,1.1360035836696625,0.14141032099723816,0.9945932626724243,0.0055234539322555065,8.22021593194222e-06,0.003225546795874834,0.07950947619974613,0.5818622708320618,1.418137788772583,7.173275955653677
37,1.1592155545949936,0.1396702378988266,1.019545316696167,0.004906066693365574,8.087686182989273e-06,0.002210368635132909,0.08169762138277292,0.44797927141189575,1.552020788192749,7.11313535164309
38,1.1906446814537048,0.13419049978256226,1.0564541816711426,0.004916370380669832,7.960713446664158e-06,0.0024425736628472805,0.08493269793689251,0.4943866729736328,1.5056133270263672,7.053910444941197
39,1.231401264667511,0.1362256407737732,1.0951756238937378,0.004954598844051361,7.837920747988392e-06,0.0026045585982501507,0.08653439208865166,0.5233491063117981,1.4766508340835571,6.99568535313846
40,1.2504238188266754,0.1363336145877838,1.1140902042388916,0.0062921359203755856,7.726174771960359e-06,0.004547560587525368,0.08921310398727655,0.7211669087409973,1.278833031654358,6.938232737795342
41,1.2528575360774994,0.13418111205101013,1.1186764240264893,0.005476862192153931,7.6370897659217e-06,0.0027448097243905067,0.09088447503745556,0.49907171726226807,1.500928282737732,6.881378985778164
42,1.2473488599061966,0.134908989071846,1.1124398708343506,0.005937758833169937,7.564909992652247e-06,0.003543222090229392,0.09200103022158146,0.5949370861053467,1.4050629138946533,6.825038684519444
43,1.2430211901664734,0.13673478364944458,1.1062864065170288,0.005227734800428152,7.505991561629344e-06,0.002319207414984703,0.09373528975993395,0.44139742851257324,1.5586026906967163,6.769218509575913
44,1.2376715689897537,0.1348772794008255,1.1027942895889282,0.006021928042173386,7.453768375853542e-06,0.0037342046853154898,0.09202254377305508,0.6183910965919495,1.3816089630126953,6.7139030401700515
45,1.231908455491066,0.13396431505680084,1.0979441404342651,0.005406659096479416,7.406661552522564e-06,0.002537179971113801,0.09200732409954071,0.4671696424484253,1.5328303575515747,6.659083094323261
46,1.220023363828659,0.1346939504146576,1.0853294134140015,0.005689981859177351,7.368669230345404e-06,0.0031135554891079664,0.09088986460119486,0.545315682888031,1.4546842575073242,6.6046924970183145
47,1.2012584209442139,0.13467109203338623,1.0665873289108276,0.0050222137942910194,7.344667210418265e-06,0.0020955982618033886,0.08928717114031315,0.4149477779865265,1.585052251815796,6.550658156257573
48,1.1737456917762756,0.13375216722488403,1.0399935245513916,0.005779263097792864,7.33155775378691e-06,0.003483255859464407,0.08876265306025743,0.6009414196014404,1.3990585803985596,6.49688903161276
49,1.1486553996801376,0.134955033659935,1.0137003660202026,0.006035948172211647,7.332483619393315e-06,0.003626466728746891,0.08633388206362724,0.5991096496582031,1.4008903503417969,6.443406695293433
50,1.1286413222551346,0.1359240561723709,0.9927172660827637,0.005058624316006899,7.340576303249691e-06,0.0020591337233781815,0.08545136544853449,0.4047391712665558,1.5952608585357666,6.39025904156305
51,1.111866533756256,0.1343722939491272,0.9774942398071289,0.005098455585539341,7.348207873292267e-06,0.00236890884116292,0.08605396002531052,0.46241655945777893,1.5375834703445435,6.337475116484982
52,1.100620523095131,0.13432981073856354,0.9662907123565674,0.005537270102649927,7.352506145252846e-06,0.0031646420247852802,0.0837874123826623,0.5696173310279846,1.4303827285766602,6.285106570551084
53,1.0921758860349655,0.13684974610805511,0.9553261399269104,0.005279931239783764,7.355271009146236e-06,0.002595865400508046,0.08214884717017412,0.48954343795776367,1.5104565620422363,6.233177263705922
54,1.078623279929161,0.1349489539861679,0.9436743259429932,0.0051439665257930756,7.3642886491143145e-06,0.002427326515316963,0.0822669630870223,0.46968749165534973,1.530312418937683,6.181631723868154
55,1.0687826424837112,0.13373704254627228,0.935045599937439,0.004828635603189468,7.383671345451148e-06,0.002052322495728731,0.08185015805065632,0.422619491815567,1.5773805379867554,6.130503233054309
56,1.0673489421606064,0.1363016813993454,0.931047260761261,0.0052073015831410885,7.409315458062338e-06,0.002821459202095866,0.08103710692375898,0.5397497415542603,1.4602502584457397,6.079871690145372
57,1.066611036658287,0.13577060401439667,0.9308404326438904,0.005467934999614954,7.434844519593753e-06,0.0031306217424571514,0.08076719101518393,0.570598304271698,1.4294016361236572,6.029739083610501
58,1.0660061091184616,0.13379304111003876,0.9322130680084229,0.005238772369921207,7.452489171555499e-06,0.002590890508145094,0.08143498189747334,0.49241599440574646,1.5075839757919312,5.98010175386558
59,1.0687111467123032,0.1344895213842392,0.934221625328064,0.004760949872434139,7.463990641554119e-06,0.0019486930686980486,0.0813255850225687,0.40680989623069763,1.5931899547576904,5.930987847794047
60,1.0724696069955826,0.13549824059009552,0.9369713664054871,0.004388704430311918,7.473790901713073e-06,0.0016628780867904425,0.0806816853582859,0.37613415718078613,1.6238658428192139,5.882402665386063
61,1.075626626610756,0.13497020304203033,0.9406564235687256,0.003960402682423592,7.487477887480054e-06,0.0013693890068680048,0.08001467119902372,0.34263673424720764,1.6573632955551147,5.834334904998309
62,1.0789902359247208,0.13358648121356964,0.9454037547111511,0.00495122978463769,7.5049315455544274e-06,0.0030686508398503065,0.08105429168790579,0.6176801919937134,1.3823198080062866,5.786781458307573
63,1.0851755887269974,0.1350717693567276,0.9501038193702698,0.004062522202730179,7.528216883656569e-06,0.0016410029493272305,0.08177425339818001,0.4009738564491272,1.599026083946228,5.739765399611767
64,1.0871017277240753,0.1348322331905365,0.9522694945335388,0.0044677541591227055,7.5490820563572925e-06,0.0024630860425531864,0.08121118694543839,0.548850953578949,1.4511489868164062,5.69323876289289
65,1.0861983746290207,0.1337355226278305,0.9524628520011902,0.004009112250059843,7.559716777905123e-06,0.0017150095663964748,0.0823594368994236,0.4248076379299164,1.5751923322677612,5.6471683590102515
66,1.0853104889392853,0.13460960984230042,0.9507008790969849,0.004556744359433651,7.562329756183317e-06,0.002714206464588642,0.08276926819235086,0.5933114886283875,1.4066885709762573,5.601549780309542
67,1.0845622718334198,0.13568070530891418,0.9488815665245056,0.004792501218616962,7.5572770583676174e-06,0.002899976447224617,0.0823354423046112,0.6029040217399597,1.3970959186553955,5.556379905224781
68,1.0821417719125748,0.13360561430454254,0.9485361576080322,0.005005336366593838,7.551946509920526e-06,0.0030159333255141973,0.08206212799996138,0.6004319787025452,1.39956796169281,5.511637523891659
69,1.0831613093614578,0.13540662825107574,0.9477546811103821,0.0056757256388664246,7.551956969109597e-06,0.003866150276735425,0.08236703835427761,0.6794157028198242,1.3205842971801758,5.4673527617463575
70,1.0813406258821487,0.1364009529352188,0.9449396729469299,0.00484283734112978,7.554230705864029e-06,0.0022186439018696547,0.08073877822607756,0.45572006702423096,1.544279932975769,5.423492640387716
71,1.0726938396692276,0.13344456255435944,0.9392492771148682,0.005672728642821312,7.550410373369232e-06,0.0036071352660655975,0.08201111573725939,0.634054958820343,1.3659451007843018,5.37998465238053
72,1.0709529966115952,0.13598357141017914,0.934969425201416,0.004265592433512211,7.533531061199028e-06,0.0016188831068575382,0.08207733742892742,0.3766542673110962,1.6233457326889038,5.336894335822841
73,1.0690362006425858,0.13635338842868805,0.9326828122138977,0.004884827882051468,7.5180569183430634e-06,0.0028319130651652813,0.0809520436450839,0.5775472521781921,1.4224528074264526,5.294215754471038
74,1.0656285881996155,0.1337859034538269,0.9318426847457886,0.005317747592926025,7.512261618103366e-06,0.0033627788070589304,0.08149324730038643,0.6304342746734619,1.369565725326538,5.251929882808324
75,1.0683085918426514,0.13719117641448975,0.9311174154281616,0.004152652341872454,7.5165426096646115e-06,0.0016185871791094542,0.08150601387023926,0.3868520259857178,1.6131479740142822,5.210093669898667
76,1.0648954063653946,0.135064497590065,0.9298309087753296,0.005461035296320915,7.519000973843504e-06,0.0036263572983443737,0.08069429732859135,0.6622001528739929,1.3377997875213623,5.168641687263333
77,1.063002571463585,0.13352851569652557,0.9294740557670593,0.004181975033134222,7.502566404582467e-06,0.0016716548707336187,0.08045862056314945,0.3968524932861328,1.6031475067138672,5.127585296105336
78,1.0648470520973206,0.1348089575767517,0.9300380945205688,0.0044723148457705975,7.481839020329062e-06,0.0023548246826976538,0.08072174992412329,0.5240646004676819,1.475935459136963,5.086957913665255
79,1.064401462674141,0.13417042791843414,0.9302310347557068,0.005752071272581816,7.466589522664435e-06,0.004169640131294727,0.08119270764291286,0.7232363820075989,1.276763677597046,5.046732349155344
80,1.0663038790225983,0.1360737383365631,0.9302301406860352,0.005025445483624935,7.466763236152474e-06,0.0024920187424868345,0.08175661414861679,0.49364206194877625,1.5063579082489014,5.006928064454017
81,1.066325381398201,0.13533200323581696,0.930993378162384,0.004467607010155916,7.471980552509194e-06,0.0017581682186573744,0.0809614546597004,0.3908456265926361,1.6091543436050415,4.967522037623459
82,1.0671802312135696,0.13372452557086945,0.9334557056427002,0.005334365181624889,7.474040103261359e-06,0.003291675355285406,0.08052453678101301,0.6151294112205505,1.3848705291748047,4.92851861955936
83,1.0729406476020813,0.1372358202934265,0.9357048273086548,0.005198409780859947,7.4692438829515595e-06,0.0027893460355699062,0.08030895609408617,0.5344710946083069,1.465528964996338,4.889962839839787
84,1.0690584480762482,0.13422426581382751,0.9348341822624207,0.005347010679543018,7.46897740100394e-06,0.002949616638943553,0.0817342372611165,0.5496124625205994,1.4503875970840454,4.851753795922152
85,1.0683329701423645,0.135006844997406,0.9333261251449585,0.00516680721193552,7.480739895981969e-06,0.002548154443502426,0.08085158839821815,0.490992933511734,1.5090070962905884,4.813919587664354
86,1.0694511979818344,0.1368567794561386,0.9325944185256958,0.0050971172749996185,7.493498742405791e-06,0.0024698851630091667,0.08040231000632048,0.4823338985443115,1.5176661014556885,4.776474903767529
87,1.0669276118278503,0.133297860622406,0.9336297512054443,0.005709217861294746,7.498530067095999e-06,0.0034866875503212214,0.08142742980271578,0.608884871006012,1.3911151885986328,4.739379430848132
88,1.0704183727502823,0.13549120724201202,0.9349271655082703,0.0041532632894814014,7.490675670851488e-06,0.0014833350433036685,0.08268273249268532,0.3541809618473053,1.6458191871643066,4.702689820267153
89,1.070238322019577,0.13601931929588318,0.9342190027236938,0.004701213911175728,7.483347872039303e-06,0.0026226623449474573,0.0815576957538724,0.5555699467658997,1.4444301128387451,4.666365305284677
90,1.0659683048725128,0.1337076723575592,0.9322606325149536,0.00434708409011364,7.4875924838124774e-06,0.0019846067298203707,0.08282042667269707,0.4538743495941162,1.5461256504058838,4.630361335280556
91,1.0646928250789642,0.13401487469673157,0.9306779503822327,0.004875977989286184,7.503087090299232e-06,0.0029105250723659992,0.08056167885661125,0.5947486758232117,1.4052512645721436,4.59470465017854
92,1.0654598027467728,0.13543058931827545,0.9300292134284973,0.003975978586822748,7.524795364588499e-06,0.001549093285575509,0.08080192748457193,0.38655954599380493,1.6134403944015503,4.559412201704222
93,1.063936322927475,0.1335495412349701,0.9303867816925049,0.0053053079172968864,7.541565082647139e-06,0.0035449538845568895,0.08119294885545969,0.6662941575050354,1.3337059020996094,4.524457442916455
94,1.0662473142147064,0.13579925894737244,0.930448055267334,0.004847308155149221,7.5436787483340595e-06,0.0024310448206961155,0.08202963881194592,0.4991890788078308,1.500810980796814,4.489875341629436
95,1.0626848191022873,0.13321010768413544,0.9294747114181519,0.0053392136469483376,7.544064828834962e-06,0.0032244394533336163,0.08029298111796379,0.6019411683082581,1.3980587720870972,4.455603436404164
96,1.063686028122902,0.1345689445734024,0.9291170835494995,0.0040743667632341385,7.554570856882492e-06,0.001494616735726595,0.08160824701189995,0.3638003468513489,1.6361995935440063,4.421684262321352
97,1.0623637437820435,0.13332712650299072,0.9290366172790527,0.005191385746002197,7.565374744444853e-06,0.0033209179528057575,0.08080433122813702,0.6377125382423401,1.3622874021530151,4.388091057135959
98,1.0626411586999893,0.1336202770471573,0.929020881652832,0.0049251411110162735,7.5629804996424355e-06,0.002567614195868373,0.08161690086126328,0.5190539360046387,1.4809460639953613,4.3548365581516
99,1.0629290044307709,0.1338748037815094,0.9290542006492615,0.0037790019996464252,7.561960501334397e-06,0.0012404687004163861,0.08047159295529127,0.3249010443687439,1.6750988960266113,4.321917482614392
100,1.0623762607574463,0.13308954238891602,0.9292867183685303,0.005102707538753748,7.564676252513891e-06,0.0032723445910960436,0.08170112874358892,0.6392784714698792,1.3607215881347656,4.289322070395822
101,1.0643564462661743,0.13442963361740112,0.9299268126487732,0.005627816077321768,7.5735865721071605e-06,0.00379313831217587,0.08204092644155025,0.6722114086151123,1.3277885913848877,4.257072414154525
102,1.0655451565980911,0.13529105484485626,0.9302541017532349,0.0043710218742489815,7.585811999888392e-06,0.0017826136900112033,0.08084782119840384,0.4050574004650116,1.594942569732666,4.22515714157896
103,1.062977135181427,0.13317066431045532,0.9298064708709717,0.004980300087481737,7.590157565573463e-06,0.0029260385781526566,0.08032554481178522,0.5853666067123413,1.4146332740783691,4.193535341514985
104,1.063684657216072,0.13416840136051178,0.9295162558555603,0.004217850044369698,7.5834432209376246e-06,0.0017198288114741445,0.082097546197474,0.40488219261169434,1.5951178073883057,4.162236834671996
105,1.0635472685098648,0.13400210440158844,0.9295451641082764,0.004095795564353466,7.576000825793017e-06,0.0017562907887622714,0.0804577199742198,0.4258916974067688,1.5741082429885864,4.131249939010375
106,1.0628895461559296,0.13298991322517395,0.9298996329307556,0.005272655747830868,7.572766662633512e-06,0.0035627069883048534,0.08062442857772112,0.6737902164459229,1.3262097835540771,4.10056633508183
107,1.0636751353740692,0.13336506485939026,0.930310070514679,0.004466147627681494,7.575399195047794e-06,0.0020140972919762135,0.08072767872363329,0.4483377933502197,1.5516622066497803,4.070197423084753
108,1.064157485961914,0.13368487358093262,0.9304726123809814,0.004826107993721962,7.578513304906664e-06,0.002700017997995019,0.08183107245713472,0.5571950674057007,1.4428050518035889,4.040137023713525
109,1.0631563365459442,0.13302770256996155,0.9301286339759827,0.005332041997462511,7.577960786875337e-06,0.0033903855364769697,0.08129946608096361,0.6339097619056702,1.3660902976989746,4.010367216841849
110,1.0629206597805023,0.13324138522148132,0.929679274559021,0.004344245418906212,7.5714833656093106e-06,0.001784179243259132,0.0813694316893816,0.40792468190193176,1.5920753479003906,3.9808927512712353
111,1.063325434923172,0.13384166359901428,0.9294837713241577,0.003479821840301156,7.563547569588991e-06,0.0010116113116964698,0.080558056011796,0.28698447346687317,1.7130155563354492,3.951717078107755
112,1.062698870897293,0.13318100571632385,0.9295178651809692,0.0037281678523868322,7.5591919994622e-06,0.0017590313218533993,0.08149879239499569,0.468717098236084,1.5312830209732056,3.92282689603565
113,1.0638293325901031,0.13394615054130554,0.9298831820487976,0.00522359786555171,7.558849119959632e-06,0.0037697535008192062,0.082513976842165,0.7198250889778137,1.2801748514175415,3.894236920401194
114,1.0632886737585068,0.13363300263881683,0.9296556711196899,0.005276980344206095,7.561657184851356e-06,0.003296352457255125,0.08160769939422607,0.6226928234100342,1.3773071765899658,3.8659274379347672
115,1.0622632950544357,0.1329883188009262,0.9292749762535095,0.005019200965762138,7.554363946837839e-06,0.002594324294477701,0.08125864714384079,0.5146443843841553,1.4853556156158447,3.837890796505964
116,1.0638960897922516,0.13471242785453796,0.9291836619377136,0.0056954361498355865,7.540917067672126e-06,0.0036469579208642244,0.08202354237437248,0.6385272741317749,1.3614726066589355,3.810150849438827
117,1.0635663717985153,0.13435010612010956,0.9292162656784058,0.003419919405132532,7.523765361838741e-06,0.0011730990372598171,0.08119505643844604,0.3393661081790924,1.6606338024139404,3.782685004662424
118,1.0632600784301758,0.13407659530639648,0.9291834831237793,0.005694508086889982,7.5140956141694915e-06,0.003827529028058052,0.0813473742455244,0.6703894734382629,1.3296104669570923,3.7554907554001016
119,1.0670085847377777,0.1377461850643158,0.9292623996734619,0.004565384704619646,7.5201992331130896e-06,0.0019188527949154377,0.08110519126057625,0.41769832372665405,1.5823016166687012,3.7286059336934785
120,1.062106415629387,0.13290797173976898,0.9291984438896179,0.00558540690690279,7.5208681664662436e-06,0.003608215833082795,0.08201433531939983,0.6441820859909058,1.3558179140090942,3.7019409385128377
121,1.0652654767036438,0.1355832815170288,0.929682195186615,0.004389643669128418,7.504058885388076e-06,0.001757918274961412,0.08119410369545221,0.39773041009902954,1.6022696495056152,3.6755741838947458
122,1.0647362917661667,0.135010227560997,0.9297260642051697,0.004423518665134907,7.4905442488670815e-06,0.002052473835647106,0.08024700451642275,0.4613858163356781,1.538614273071289,3.64946580497346
123,1.0621021389961243,0.132715106010437,0.9293870329856873,0.003705488983541727,7.491396445402643e-06,0.0012571486877277493,0.07966863922774792,0.33590230345726013,1.664097785949707,3.623592168313687
124,1.0632597655057907,0.13401196897029877,0.9292477965354919,0.0047652157954871655,7.500874289689818e-06,0.0030024745501577854,0.07983968686312437,0.6279217600822449,1.3720782995224,3.597988844285608
125,1.0624081939458847,0.1330508440732956,0.9293573498725891,0.004739286843687296,7.51011930333334e-06,0.0026629376225173473,0.08136861398816109,0.559603214263916,1.440396785736084,3.572633037782211
126,1.0629050433635712,0.13322141766548157,0.9296836256980896,0.005531316623091698,7.5107432166987564e-06,0.0037871713284403086,0.08168937545269728,0.6828896403312683,1.317110300064087,3.547535757838024
127,1.063374400138855,0.13361245393753052,0.9297619462013245,0.0056340391747653484,7.502370408474235e-06,0.003472856478765607,0.0806388696655631,0.6145613193511963,1.3854386806488037,3.5226941442610324
128,1.062468945980072,0.13295060396194458,0.9295183420181274,0.005222087260335684,7.497959359170636e-06,0.0025523556396365166,0.08029109705239534,0.48658862709999084,1.5134114027023315,3.498091892278223
129,1.062513381242752,0.1331903636455536,0.9293230175971985,0.0038808719255030155,7.501353138650302e-06,0.0011704249773174524,0.08037716895341873,0.2982989251613617,1.7017011642456055,3.473736107167868
130,1.0624936521053314,0.13319215178489685,0.9293015003204346,0.004349923226982355,7.507512691518059e-06,0.0022612956818193197,0.08130921982228756,0.5172882676124573,1.4827117919921875,3.4496236826172426
131,1.062387302517891,0.1328078657388687,0.9295794367790222,0.004551487043499947,7.514102890127106e-06,0.0025506301317363977,0.08125990629196167,0.5580143332481384,1.4419857263565063,3.4257513188162494
132,1.0625449120998383,0.13297131657600403,0.9295735955238342,0.00611508172005415,7.514474873460131e-06,0.004624068271368742,0.08095566183328629,0.7546440362930298,1.2453559637069702,3.4021192547490853
133,1.0619634538888931,0.13257749378681183,0.9293859601020813,0.004857691004872322,7.518187885580119e-06,0.0022266856394708157,0.08117576874792576,0.4559938907623291,1.544006109237671,3.3787176967404835
134,1.062010034918785,0.13271532952785492,0.9292947053909302,0.004667217377573252,7.523264230258064e-06,0.0020624776370823383,0.08011323492974043,0.43939173221588135,1.560608148574829,3.3555506201222665
135,1.0620930641889572,0.13283513486385345,0.9292579293251038,0.0046808188781142235,7.527831712650368e-06,0.002233260776847601,0.08099832106381655,0.4746558964252472,1.5253441333770752,3.3326160445629336
136,1.0618472248315811,0.13258780539035797,0.9292594194412231,0.004571057856082916,7.531610208388884e-06,0.0021371282637119293,0.08159948978573084,0.4650055468082428,1.53499436378479,3.30990835636562
137,1.0618234127759933,0.13254056870937347,0.9292828440666199,0.004464500583708286,7.530820312240394e-06,0.00206947629339993,0.08082547783851624,0.460944265127182,1.5390557050704956,3.2874275069297236
138,1.0621482133865356,0.1328083872795105,0.9293398261070251,0.004202231764793396,7.530047241743887e-06,0.0017898405203595757,0.08007522579282522,0.4231005012989044,1.5768994092941284,3.2651747139942917
139,1.0618026405572891,0.13249565660953522,0.9293069839477539,0.004306522198021412,7.529845333920093e-06,0.002121011959388852,0.0803835503757,0.48987117409706116,1.5101287364959717,3.243140993259922
140,1.0618602633476257,0.13255232572555542,0.9293079376220703,0.004235574044287205,7.5344382821640465e-06,0.0020432183519005775,0.08109615091234446,0.4796903133392334,1.5203096866607666,3.221328185960799
141,1.061793178319931,0.1324879229068756,0.9293052554130554,0.0053541213274002075,7.537708825111622e-06,0.0037171202711760998,0.08224530518054962,0.6924131512641907,1.3075867891311646,3.19973283588439
142,1.0618031024932861,0.1325051188468933,0.9292979836463928,0.004847667180001736,7.53663061914267e-06,0.0024600906763225794,0.08010414149612188,0.5051552653312683,1.494844675064087,3.1783535385504793
143,1.0617613792419434,0.13246947526931763,0.9292919039726257,0.005190944764763117,7.536037628597114e-06,0.003005469683557749,0.08185305166989565,0.5769171714782715,1.4230828285217285,3.157187616957394
144,1.0617520660161972,0.13245557248592377,0.9292964935302734,0.004610870964825153,7.533826192229753e-06,0.00200640968978405,0.0801100293174386,0.43258658051490784,1.567413330078125,3.136233261447982
145,1.0618747621774673,0.13262100517749786,0.9292537569999695,0.0052946205250918865,7.5300563366909046e-06,0.003222497645765543,0.08117956388741732,0.6066545248031616,1.3933454751968384,3.115489676455277
146,1.0618561059236526,0.1325986534357071,0.9292574524879456,0.0043975794687867165,7.528131391154602e-06,0.001788659137673676,0.08196409232914448,0.4040050506591797,1.5959949493408203,3.0949533407499605
147,1.0618458539247513,0.1325087696313858,0.9293370842933655,0.005490444600582123,7.522937266912777e-06,0.003573028836399317,0.08116098400205374,0.648921012878418,1.351078987121582,3.0746222658817084
